SUBJECT_COURSE_SECTION,COURSE_TITLE,PRIMARY_INSTRUCTOR_NAME,SECONDARY_INSTRUCTOR_NAME,A_PLUS,A,A_MINUS,B_PLUS,B,B_MINUS,C_PLUS,C,C_MINUS,D_PLUS,D,D_MINUS,F,WITHDRAWN,SEMESTER,YEAR,IS_NEW
ACCT:2100:0A07,Introduction to Financial Accounting,Grace Foxen,,0,4,6,8,4,4,0,2,0,0,0,0,0,1,Spring,2023,0
ACCT:2100:0A08,Introduction to Financial Accounting,Sam Eichhorn,,0,8,7,2,3,2,3,2,1,0,0,1,0,0,Spring,2023,0
ACCT:2100:0A09,Introduction to Financial Accounting,Amy Haojie Yang,,1,7,4,8,3,3,4,1,0,0,0,0,0,0,Spring,2023,0
ACCT:2100:0A10,Introduction to Financial Accounting,Anna Thomas,,1,3,7,7,4,1,1,1,1,0,0,1,0,3,Spring,2023,0
ACCT:2100:0A11,Introduction to Financial Accounting,Sam Eichhorn,,0,3,10,2,5,3,2,2,1,0,0,1,0,0,Spring,2023,0
ACCT:2100:0A13,Introduction to Financial Accounting,Dom Cravero,,0,0,3,3,3,5,1,2,4,0,0,0,1,1,Spring,2023,0
ACCT:2100:0A14,Introduction to Financial Accounting,Amy Haojie Yang,,0,6,7,5,6,2,1,2,0,0,1,0,0,0,Spring,2023,0
ACCT:2200:0001,Managerial Acct Analytics & Data Visual,David Holt,,3,3,2,6,6,0,5,3,0,1,0,0,0,2,Spring,2023,0
ACCT:2200:0002,Managerial Acct Analytics & Data Visual,David Holt,,1,2,1,5,9,2,6,4,0,0,0,0,0,2,Spring,2023,0
ACCT:2200:0003,Managerial Acct Analytics & Data Visual,Alex Tyndall,,1,4,1,5,14,1,3,7,0,0,0,0,0,0,Spring,2023,0
ACCT:2200:0004,Managerial Acct Analytics & Data Visual,Kyle Cowling,,2,6,4,4,9,3,2,0,0,2,1,0,0,0,Spring,2023,0
ACCT:2200:0005,Managerial Acct Analytics & Data Visual,Kyle Cowling,,2,4,4,3,9,3,10,1,0,0,0,0,1,0,Spring,2023,0
ACCT:2200:0006,Managerial Acct Analytics & Data Visual,Ellie Judisch,,0,5,2,5,6,3,2,5,0,3,0,0,0,1,Spring,2023,0
ACCT:2200:0007,Managerial Acct Analytics & Data Visual,Alex Tyndall,,2,1,2,4,13,2,3,2,0,1,0,0,0,2,Spring,2023,0
ACCT:2200:0008,Managerial Acct Analytics & Data Visual,Adam Hegland,,4,3,3,2,7,4,7,1,0,0,0,0,0,0,Spring,2023,0
ACCT:2200:0009,Managerial Acct Analytics & Data Visual,Ellie Judisch,,4,3,2,2,11,1,4,3,0,1,1,0,0,3,Spring,2023,0
ACCT:2200:0010,Managerial Acct Analytics & Data Visual,Nick Johnson,,4,6,2,4,5,2,5,3,0,0,1,0,0,1,Spring,2023,0
ACCT:2200:0011,Managerial Acct Analytics & Data Visual,Nick Johnson,,3,4,3,6,6,4,3,5,0,0,1,0,0,0,Spring,2023,0
ACCT:2200:0012,Managerial Acct Analytics & Data Visual,Adam Hegland,,0,4,1,2,9,2,5,6,0,1,0,0,0,1,Spring,2023,0
ACCT:2200:0EX4,Managerial Acct Analytics & Data Visual,Kelvie Crabb,,3,5,1,0,1,0,0,1,0,0,0,0,0,0,Spring,2023,0
ACCT:3020:0002,Financial Accounting and Reporting,Danye Wang,,10,8,7,12,13,7,11,9,6,1,0,1,0,0,Spring,2023,0
ACCT:3020:0003,Financial Accounting and Reporting,Danye Wang,,6,8,13,12,13,8,4,6,9,1,1,1,0,2,Spring,2023,0
ACCT:3200:000A,Income Measurement and Asset Valuation,Amy McDonald,,1,3,2,3,5,8,3,2,3,1,0,0,0,1,Spring,2023,0
ACCT:3200:000B,Income Measurement and Asset Valuation,Amy McDonald,,1,7,5,6,3,3,3,1,1,1,0,0,0,0,Spring,2023,0
ACCT:3300:000A,Valuation of Financial Claims,Adrienne Rhodes,,6,7,2,1,3,2,4,1,1,0,1,0,0,0,Spring,2023,0
ACCT:3300:000B,Valuation of Financial Claims,Adrienne Rhodes,,4,6,4,3,3,4,1,1,0,0,1,0,0,0,Spring,2023,0
ACCT:3300:000C,Valuation of Financial Claims,Adrienne Rhodes,,1,1,0,0,4,1,0,0,2,0,0,0,0,1,Spring,2023,0
ACCT:3400:0001,Introduction to Taxation,Kay Hegarty,,3,6,5,7,6,1,3,2,0,0,0,0,0,0,Spring,2023,0
ACCT:3400:0002,Introduction to Taxation,Kay Hegarty,,6,7,4,7,3,2,1,1,0,0,1,0,1,2,Spring,2023,0
ACCT:3450:0001,Tax Practicum (VITA) I,Lisa Dutchik,,5,27,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2023,0
ACCT:3451:0001,Tax Practicum (VITA) II,Lisa Dutchik,,11,21,0,0,0,0,0,0,0,0,0,0,0,1,Spring,2023,0
ACCT:3600:0001,Accounting Systems & Analytics,David Stubing,,4,17,15,14,3,2,1,1,0,0,0,0,0,3,Spring,2023,0
ACCT:4100:0001,Auditing,Kevin Den Adel,,1,7,15,15,9,7,3,2,1,0,0,0,0,0,Spring,2023,0
ACCT:4200:0001,Advanced Managerial Accounting Analytics,Claire Quinto,,1,4,4,2,3,4,3,2,1,0,1,0,0,0,Spring,2023,0
ACCT:4200:0002,Advanced Managerial Accounting Analytics,Claire Quinto,,2,3,3,7,10,2,4,3,0,0,0,0,0,0,Spring,2023,0
ACCT:4200:0003,Advanced Managerial Accounting Analytics,Claire Quinto,,0,8,6,3,2,6,1,3,0,0,0,0,0,1,Spring,2023,0
ACCT:4280:0001,Cybersecurity,Kristina Bigsby,,0,6,4,3,1,0,0,0,0,0,0,0,0,0,Spring,2023,0
ACCT:4300:0001,Accounting Ethics and Law,Mary Murphy,,0,11,5,7,13,5,1,2,0,0,0,0,0,0,Spring,2023,0
ACCT:4300:0002,Accounting Ethics and Law,Mary Murphy,,0,9,5,0,8,4,1,3,2,0,0,0,0,1,Spring,2023,0
ACCT:4400:0001,Advanced Financial Accounting,Kevin Den Adel,,0,8,8,11,14,4,1,2,0,1,0,0,0,1,Spring,2023,0
ACCT:4400:0002,Advanced Financial Accounting,Kevin Den Adel,,3,3,12,8,4,4,4,2,0,0,0,0,0,0,Spring,2023,0
ACCT:9040:0001,Financial Stmt Analysis & Forecasting,Paul Hribar,,5,16,4,4,0,0,0,0,0,0,0,0,0,0,Spring,2023,0
ACCT:9040:0EXV,Financial Stmt Analysis & Forecasting,Paul Hribar,,0,32,11,2,2,0,0,0,0,0,0,0,0,0,Spring,2023,0
ACCT:9050:0001,Taxes and Business Strategy,Ryan Wilson,,3,11,2,0,8,2,0,0,0,0,0,0,1,0,Spring,2023,0
ACTS:3080:0001,Mathematics of Finance I,Aidan Chaffin,,4,4,2,2,1,0,2,1,1,1,0,0,1,2,Spring,2023,0
ACTS:4150:0001,Fundamentals Short-Term Actuarial Math,Zhiwei Tong,,5,3,7,4,3,3,2,0,0,0,0,0,0,0,Spring,2023,0
ACTS:4180:0001,Life Contingencies I,Elias Shiu,,4,0,2,3,1,3,2,1,0,0,1,0,0,0,Spring,2023,0
AERO:1200:0001,Air Force Heritage and Values II,Brett Lechtenberg,,2,5,1,0,2,0,1,0,0,0,0,0,0,0,Spring,2023,0
AERO:1200:0002,Air Force Heritage and Values II,Brett Lechtenberg,,5,2,0,0,1,0,0,0,0,0,0,0,0,0,Spring,2023,0
AERO:2200:0002,Team and Leadership Fundamentals II,Mike Fish,,2,6,1,0,0,0,0,0,1,0,0,0,0,0,Spring,2023,0
AERO:4200:0001,Nation Security & Commissioning Prep II,Matthew Youmans,,0,5,3,1,0,0,0,0,0,0,0,0,0,0,Spring,2023,0
AFAM:1020:0A01,Introduction to African American Culture,Charlotte Leung,,0,9,0,0,4,0,0,3,0,0,0,0,0,0,Spring,2023,0
AFAM:1020:0A02,Introduction to African American Culture,Charlotte Leung,,0,9,2,0,5,1,0,0,0,0,0,0,0,0,Spring,2023,0
AFAM:1020:0A03,Introduction to African American Culture,Charlotte Leung,,0,8,0,0,11,0,0,0,0,0,0,0,0,1,Spring,2023,0
AFAM:1140:0001,Introduction to African American Art,TJ Dedeaux-Norris,,1,3,13,0,2,0,0,0,0,0,0,0,0,1,Spring,2023,0
AFAM:1240:0001,The Art of Listening to Jazz,Damani Phillips,,0,8,2,1,0,0,1,0,0,0,0,0,2,0,Spring,2023,0
AFAM:2076:0001,"Race, Ethnicity, and Media",Cam Brown,,0,4,1,0,0,0,0,1,0,0,0,0,1,1,Spring,2023,0
AFAM:2076:0002,"Race, Ethnicity, and Media",Cam Brown,,0,7,1,0,0,1,0,0,0,0,0,0,0,2,Spring,2023,0
AFAM:2079:0001,Race and Ethnicity in Sport,Jennifer Sterling,,0,4,3,0,0,0,0,0,0,0,0,0,0,0,Spring,2023,0
AFAM:2500:0EXW,Black Culture and Experience,Anthony Haughton,,0,9,0,3,8,0,0,6,0,0,0,0,0,2,Spring,2023,0
AFAM:2770:0001,Black and White Community Politics,Louise Seamster,,0,5,1,1,0,0,0,3,0,0,0,0,0,1,Spring,2023,0
AFAM:3500:0001,"Malcolm X, King, and Human Rights",Richard Turner,,0,3,5,4,1,0,0,0,0,0,0,1,0,0,Spring,2023,0
AFAM:3760:0001,The Making of Modern Africa,James Giblin,,0,1,1,2,1,1,1,0,0,0,0,0,0,0,Spring,2023,0
AFAM:5900:0001,Adv Readings in African Amer Culture,Victor Ray,,0,10,3,0,0,0,0,0,0,0,0,0,0,0,Spring,2023,0
AMST:1010:0001,Understanding American Cultures,Diann Rozsa,,3,3,2,8,4,4,0,3,0,0,0,0,2,0,Spring,2023,0
AMST:1010:0003,Understanding American Cultures,Peter Larsen,,12,14,1,2,0,0,0,0,0,0,0,0,0,0,Spring,2023,0
AMST:1030:0A01,Introduction to African American Culture,Charlotte Leung,,1,5,0,0,0,0,0,2,0,0,0,0,0,0,Spring,2023,0
AMST:1030:0A02,Introduction to African American Culture,Charlotte Leung,,0,5,0,0,2,0,0,0,0,0,0,0,0,0,Spring,2023,0
AMST:1030:0A03,Introduction to African American Culture,Charlotte Leung,,1,2,0,0,3,0,0,0,0,0,0,0,0,0,Spring,2023,0
AMST:1049:0001,Intro Native American/Indigenous Studies,Stephen Warren,,2,4,1,3,2,2,1,2,0,0,0,0,0,0,Spring,2023,0
AMST:1074:0A01,Inequality in American Sport,Janeanne Levenstein,,0,6,2,2,0,1,2,3,1,1,0,0,0,0,Spring,2023,0
AMST:1074:0A02,Inequality in American Sport,Janeanne Levenstein,,0,4,2,3,2,2,0,1,1,0,0,1,0,0,Spring,2023,0
AMST:1074:0A03,Inequality in American Sport,Janeanne Levenstein,,0,9,1,2,0,1,0,0,0,0,0,0,0,0,Spring,2023,0
AMST:1074:0A04,Inequality in American Sport,Glenn Houlihan,,0,9,1,2,2,0,0,0,0,0,0,0,0,0,Spring,2023,0
AMST:1074:0A05,Inequality in American Sport,Glenn Houlihan,,0,5,2,0,2,2,0,2,0,0,1,0,0,0,Spring,2023,0
AMST:1074:0A06,Inequality in American Sport,Glenn Houlihan,,0,1,1,4,1,3,1,2,0,0,1,0,0,0,Spring,2023,0
AMST:1074:0A07,Inequality in American Sport,John Tappen,,0,6,2,3,0,0,3,1,0,0,1,0,0,0,Spring,2023,0
AMST:1074:0A08,Inequality in American Sport,John Tappen,,0,7,1,3,1,3,0,0,0,0,0,0,0,0,Spring,2023,0
AMST:1074:0A09,Inequality in American Sport,John Tappen,,0,7,2,2,3,2,1,1,0,0,0,0,0,0,Spring,2023,0
AMST:1154:0001,Food in America,Dominic Dongilli,,0,11,3,6,2,3,0,1,0,1,0,0,0,3,Spring,2023,0
AMST:2025:0003,Diversity in American Culture,George Rozsa,,2,10,7,5,6,1,0,0,0,0,0,0,0,0,Spring,2023,0
AMST:2160:0001,Love and Romance in America,Naomi Greyser,,0,0,3,0,2,1,0,0,0,0,0,0,0,1,Spring,2023,0
AMST:2165:0A20,Native Peoples of North America,Addison Kimmel,,0,1,2,1,1,2,0,1,0,0,0,0,0,1,Spring,2023,0
AMST:2165:0A22,Native Peoples of North America,Steven Keehner,,0,1,1,1,2,1,0,0,1,0,0,1,2,0,Spring,2023,0
AMST:2165:0A23,Native Peoples of North America,Addison Kimmel,,0,1,0,1,5,2,0,0,0,0,0,0,1,0,Spring,2023,0
AMST:2165:0EXU,Native Peoples of North America,Addison Kimmel,,0,2,0,2,3,1,1,1,0,0,0,0,1,1,Spring,2023,0
AMST:2165:0EXV,Native Peoples of North America,Steven Keehner,,0,0,2,0,4,1,2,0,0,0,0,1,1,0,Spring,2023,0
AMST:2165:0EXW,Native Peoples of North America,Steven Keehner,,0,0,1,2,2,3,3,0,0,0,1,0,0,0,Spring,2023,0
AMST:3179:0001,Twentieth-Century American Sport,Jennifer Sterling,,0,5,1,0,0,0,0,0,0,0,0,0,0,0,Spring,2023,0
ANTH:1001:0001,Issues in Anthropology,Alisa Weinstein,,1,9,6,3,2,0,0,0,0,0,0,0,0,1,Spring,2023,0
ANTH:1040:0001,Language Rights,Daniel Devitt,,5,16,14,15,8,4,1,0,1,0,0,0,1,1,Spring,2023,0
ANTH:1046:0001,Environmental Politics in India,Meena Khandelwal,,0,0,1,1,3,2,0,0,0,0,0,0,0,2,Spring,2023,0
ANTH:1101:0A11,Cultural Anthropology,Jasmin Msuya,,0,5,4,4,1,5,1,1,0,0,0,0,0,0,Spring,2023,0
ANTH:1101:0A12,Cultural Anthropology,Jasmin Msuya,,0,2,2,2,5,2,0,1,1,0,0,0,1,1,Spring,2023,0
ANTH:1101:0A13,Cultural Anthropology,Jasmin Msuya,,0,5,2,1,8,0,2,1,0,0,0,0,1,0,Spring,2023,0
ANTH:1101:0A14,Cultural Anthropology,Kyle Bikowski,,0,5,2,1,7,2,2,1,0,0,0,0,0,1,Spring,2023,0
ANTH:1101:0A15,Cultural Anthropology,Kyle Bikowski,,0,2,3,4,5,1,0,1,0,0,0,0,4,0,Spring,2023,0
ANTH:1101:0A16,Cultural Anthropology,Kyle Bikowski,,1,3,3,4,2,1,1,2,0,0,0,0,1,0,Spring,2023,0
ANTH:1201:0A71,World Archaeology,Derick Juptner,,0,2,3,6,5,7,1,0,0,0,0,0,1,0,Spring,2023,0
ANTH:1201:0A75,World Archaeology,Derick Juptner,,0,10,4,2,3,2,1,2,0,0,0,0,1,0,Spring,2023,0
ANTH:1201:0A76,World Archaeology,Derick Juptner,,0,5,7,5,4,0,0,0,1,0,0,0,0,1,Spring,2023,0
ANTH:1301:0A81,Human Origins,Mack Cross,,1,2,2,3,4,0,0,3,1,2,2,1,2,2,Spring,2023,0
ANTH:1301:0A82,Human Origins,Mack Cross,,0,3,0,3,5,1,1,6,2,0,0,1,0,3,Spring,2023,0
ANTH:1301:0A83,Human Origins,Logan Moore,,0,1,1,0,0,4,1,5,2,1,1,0,5,2,Spring,2023,0
ANTH:1301:0A84,Human Origins,Mack Cross,,1,4,2,3,4,0,0,4,1,0,2,0,0,2,Spring,2023,0
ANTH:1301:0A85,Human Origins,Logan Moore,,1,4,0,1,3,0,1,2,1,2,0,1,5,2,Spring,2023,0
ANTH:1301:0A86,Human Origins,Logan Moore,,1,3,2,1,2,3,1,6,2,1,1,0,0,1,Spring,2023,0
ANTH:2100:0A50,Anthropology & Contemporary World Problm,Tristan Szymanski,,0,11,5,1,1,3,0,0,1,1,0,0,0,1,Spring,2023,0
ANTH:2100:0A51,Anthropology & Contemporary World Problm,Brittany Anderson,,0,9,6,2,6,0,0,1,0,0,0,0,1,0,Spring,2023,0
ANTH:2100:0A53,Anthropology & Contemporary World Problm,Binit Gurung,,0,12,6,2,0,1,0,2,0,0,0,0,1,0,Spring,2023,0
ANTH:2100:0A55,Anthropology & Contemporary World Problm,Binit Gurung,,0,16,4,3,0,1,0,0,0,0,0,0,1,0,Spring,2023,0
ANTH:2100:0A56,Anthropology & Contemporary World Problm,Tristan Szymanski,,0,7,8,0,0,3,0,2,1,0,0,0,3,1,Spring,2023,0
ANTH:2100:0A58,Anthropology & Contemporary World Problm,Brittany Anderson,,0,11,4,3,3,0,0,0,0,1,0,0,2,0,Spring,2023,0
ANTH:2100:0A59,Anthropology & Contemporary World Problm,Brittany Anderson,,0,10,6,4,1,0,0,0,1,0,1,0,1,1,Spring,2023,0
ANTH:2100:0A60,Anthropology & Contemporary World Problm,Tristan Szymanski,,0,13,0,1,2,2,2,0,1,0,1,0,2,0,Spring,2023,0
ANTH:2100:0A61,Anthropology & Contemporary World Problm,Binit Gurung,,0,14,2,4,1,2,0,0,0,0,0,0,1,1,Spring,2023,0
ANTH:2103:0A01,Introduction to Global Health Studies,Austin Tang,,0,2,3,0,1,0,1,0,0,0,0,0,1,0,Spring,2023,0
ANTH:2103:0A02,Introduction to Global Health Studies,Austin Tang,,0,2,3,0,0,0,2,0,0,0,1,1,2,1,Spring,2023,0
ANTH:2103:0A03,Introduction to Global Health Studies,Austin Tang,,0,3,2,2,2,0,0,0,0,0,0,0,0,0,Spring,2023,0
ANTH:2103:0A04,Introduction to Global Health Studies,Bege Dauda,,0,4,2,1,0,0,0,0,0,0,0,0,1,0,Spring,2023,0
ANTH:2140:0001,"Food, Drink, and Culture",Cynthia Chou,,0,4,3,8,3,4,5,1,0,0,0,0,1,1,Spring,2023,0
ANTH:2151:0001,Global Migration,Brady G'Sell,,0,6,4,1,0,1,0,1,0,0,0,0,0,1,Spring,2023,0
ANTH:2164:0001,Culture/Healing: Intro to Med Anth,Erica Prussing,,1,6,2,11,2,0,1,2,1,0,0,0,2,0,Spring,2023,0
ANTH:2165:0A20,Native Peoples of North America,Addison Kimmel,,0,1,1,2,1,1,0,0,0,0,0,0,0,0,Spring,2023,0
ANTH:2165:0A22,Native Peoples of North America,Steven Keehner,,0,2,1,3,1,2,0,0,0,0,0,0,0,0,Spring,2023,0
ANTH:2165:0A23,Native Peoples of North America,Addison Kimmel,,0,4,1,2,1,1,0,0,0,0,0,0,0,0,Spring,2023,0
ANTH:2165:0EXU,Native Peoples of North America,Addison Kimmel,,0,3,1,0,1,3,1,1,0,0,0,0,0,0,Spring,2023,0
ANTH:2165:0EXV,Native Peoples of North America,Steven Keehner,,0,2,1,0,1,2,1,0,1,0,0,0,0,0,Spring,2023,0
ANTH:2165:0EXW,Native Peoples of North America,Steven Keehner,,0,3,1,2,0,1,0,0,0,0,0,0,0,0,Spring,2023,0
ANTH:2181:0001,The Anthropology of Aging,Elana Buch,,0,6,3,1,1,2,1,2,0,2,0,0,0,1,Spring,2023,0
ANTH:2261:0A32,Human Impacts on the Environment,Ariane Thomas,,0,4,1,5,6,1,3,4,0,0,1,0,1,0,Spring,2023,0
ANTH:2261:0A33,Human Impacts on the Environment,Ariane Thomas,,0,8,5,2,5,1,0,1,2,0,0,0,0,1,Spring,2023,0
ANTH:2261:0A34,Human Impacts on the Environment,Ariane Thomas,,1,2,3,3,5,3,2,2,2,0,1,0,1,0,Spring,2023,0
ANTH:2261:0A35,Human Impacts on the Environment,Victoria Priola,,0,4,2,4,3,4,2,3,0,0,0,1,2,0,Spring,2023,0
ANTH:2261:0A36,Human Impacts on the Environment,Victoria Priola,,0,1,1,2,5,2,3,3,3,0,1,0,1,0,Spring,2023,0
ANTH:2261:0A37,Human Impacts on the Environment,Victoria Priola,,0,3,0,4,6,3,4,1,0,1,1,0,0,1,Spring,2023,0
ANTH:3001:0EXW,Introduction to Museum Studies,Nic Hartmann,,0,5,5,1,0,4,0,0,1,0,0,0,1,0,Spring,2023,0
ANTH:3118:0001,Politics of Reproduction,Natalie Fixmer-Oraiz,,0,6,0,1,2,1,0,0,1,0,0,0,0,0,Spring,2023,0
ANTH:3208:0001,Archaeological Methods,Margaret Beck,,2,5,2,0,2,0,1,0,0,0,0,0,0,0,Spring,2023,0
ANTH:3307:0001,Modern Human Origins,Robert Franciscus,,1,5,1,3,0,1,0,0,0,0,0,0,0,0,Spring,2023,0
ANTH:3308:0001,Human Variation,Robert Franciscus,,3,3,2,2,2,2,0,1,0,0,0,0,0,0,Spring,2023,0
ANTH:3328:0001,Molecular Genetics of Human Disease,Andrew Kitchen,,0,13,2,1,3,1,0,0,0,0,0,0,0,0,Spring,2023,0
ANTH:3821:0001,City of Athens Bronze Age to Roman World,Debra Trusty,,1,4,2,1,0,0,0,0,0,0,0,0,0,0,Spring,2023,0
ARAB:1002:0001,Elementary Modern Standard Arabic II,Asma Ben Romdhane,,0,3,3,3,0,0,0,0,0,0,0,1,0,0,Spring,2023,0
ARAB:1002:0002,Elementary Modern Standard Arabic II,Asma Ben Romdhane,,0,0,1,1,1,1,1,1,0,0,1,1,0,0,Spring,2023,0
ARAB:2002:0001,Intermediate Modern Standard Arabic II,Yasmine Ramadan,,0,4,3,0,1,2,2,3,3,2,0,0,0,0,Spring,2023,0
ARAB:3005:0001,Culture & Resistance: Modern Middle East,Yasmine Ramadan,,0,5,5,4,1,0,1,0,1,0,0,0,0,0,Spring,2023,0
ARAB:3012:0001,Advanced Modern Standard Arabic II,Khaled Rajeh,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2023,0
ARTH:1030:0EXT,Themes in Global Art,Brenda Longfellow,,4,12,6,4,8,2,2,4,0,1,1,0,1,8,Spring,2023,0
ARTH:1040:0A01,Arts of Africa,Abbey Minor,,0,5,3,3,5,0,0,3,0,0,0,0,1,0,Spring,2023,0
ARTH:1040:0A02,Arts of Africa,Abbey Minor,,0,9,4,3,2,0,0,0,0,0,0,0,0,1,Spring,2023,0
ARTH:1040:0A03,Arts of Africa,Monica Vree,,0,3,4,2,1,2,1,5,0,1,0,1,0,0,Spring,2023,0
ARTH:1040:0A04,Arts of Africa,Abbey Minor,,0,2,6,2,5,1,0,1,1,0,0,0,1,1,Spring,2023,0
ARTH:1040:0A05,Arts of Africa,Abbey Minor,,0,2,3,4,6,0,0,3,0,0,0,0,0,1,Spring,2023,0
ARTH:1040:0A06,Arts of Africa,Monica Vree,,0,4,2,3,5,1,0,3,0,0,1,0,0,0,Spring,2023,0
ARTH:1040:0A07,Arts of Africa,Monica Vree,,0,6,7,4,0,2,0,0,1,0,0,0,0,0,Spring,2023,0
ARTH:1040:0A08,Arts of Africa,Monica Vree,,0,8,4,3,3,0,0,1,1,0,0,0,0,0,Spring,2023,0
ARTH:1060:0EXQ,From Mona Lisa to Modernism,Dorothy Johnson,,0,26,11,6,3,1,0,0,1,0,0,0,0,2,Spring,2023,0
ARTH:1060:0EXR,From Mona Lisa to Modernism,Dorothy Johnson,,2,27,5,5,3,0,0,3,0,0,0,0,1,3,Spring,2023,0
ARTH:1060:0EXS,From Mona Lisa to Modernism,Dorothy Johnson,,4,20,12,5,4,2,1,0,0,0,0,0,0,2,Spring,2023,0
ARTH:1060:0EXT,From Mona Lisa to Modernism,Dorothy Johnson,,4,19,12,7,3,1,0,2,0,0,0,0,0,1,Spring,2023,0
ARTH:1070:0EXQ,Asian Art and Culture,Amy Huang,,0,8,12,5,5,3,2,4,4,0,1,2,0,2,Spring,2023,0
ARTH:1070:0EXR,Asian Art and Culture,Amy Huang,,0,24,10,4,2,1,3,1,0,2,0,0,1,1,Spring,2023,0
ARTH:1070:0EXS,Asian Art and Culture,Amy Huang,,0,13,8,7,10,3,0,1,2,0,0,0,2,4,Spring,2023,0
ARTH:1070:0EXT,Asian Art and Culture,Amy Huang,,2,15,14,5,2,2,0,2,0,0,0,0,2,5,Spring,2023,0
ARTH:2120:0EXT,Art & Architecture of the Islamic World,Robert Bork,,0,6,9,8,9,7,5,2,0,0,0,0,0,2,Spring,2023,0
ARTH:2820:0001,Introduction to Twentieth-Century Art,Craig Adcock,,0,2,4,5,3,2,3,2,0,1,0,0,1,0,Spring,2023,0
ARTH:3010:0001,"Fakes, Frauds, and Forgeries",Brenda Longfellow,,1,5,1,8,3,0,0,0,1,0,0,0,0,3,Spring,2023,0
ARTH:3255:0001,Copy and Paste,Amy Huang,,0,7,6,4,2,3,1,1,0,0,0,0,0,0,Spring,2023,0
ARTH:3390:0001,Early Medieval Art,Robert Bork,,1,8,8,3,1,1,1,0,0,0,0,0,0,2,Spring,2023,0
ARTH:3860:0001,Minimalism,Craig Adcock,,0,2,3,1,8,2,1,0,0,0,0,0,0,3,Spring,2023,0
ARTH:6020:0001,Art History Colloquium,Dorothy Johnson,,0,13,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2023,0
ARTH:6740:0001,Graduate Seminar: Nineteenth-Century Art,Dorothy Johnson,,0,8,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2023,0
ARTS:1010:0001,Elements of Art,Katrice Kelly,,2,8,0,0,0,1,0,0,0,0,0,0,0,1,Spring,2023,0
ARTS:1010:0002,Elements of Art,Katrice Kelly,,2,10,0,1,1,0,0,0,0,0,0,0,0,0,Spring,2023,0
ARTS:1010:0003,Elements of Art,Naah Gordon,,7,2,2,1,0,0,0,2,0,0,0,0,0,0,Spring,2023,0
ARTS:1010:0006,Elements of Art,Sofia Fernandez Echeverri,,4,4,2,0,1,1,1,0,0,0,0,0,0,1,Spring,2023,0
ARTS:1010:0007,Elements of Art,Naah Gordon,,8,1,2,0,0,0,0,1,0,0,0,0,1,0,Spring,2023,0
ARTS:1010:0008,Elements of Art,Jessica Dzielinski,,0,7,2,0,2,0,0,1,1,0,0,0,0,1,Spring,2023,0
ARTS:1020:0001,Elements of 3D Design,Suzanne Bradley,,12,3,0,1,0,1,0,0,0,0,0,0,0,0,Spring,2023,0
ARTS:1030:0001,Elements of Jewelry and Metal Arts,Molly Sandweiss,,0,4,1,1,2,0,0,0,0,0,0,0,0,2,Spring,2023,0
ARTS:1030:0002,Elements of Jewelry and Metal Arts,Antonia Baafi,,0,1,5,3,2,0,0,0,0,0,0,0,1,0,Spring,2023,0
ARTS:1030:0003,Elements of Jewelry and Metal Arts,Amanda Shepard,,0,3,8,1,1,0,0,0,0,0,0,0,0,0,Spring,2023,0
