SUBJECT_COURSE_SECTION,COURSE_TITLE,PRIMARY_INSTRUCTOR_NAME,SECONDARY_INSTRUCTOR_NAME,A_PLUS,A,A_MINUS,B_PLUS,B,B_MINUS,C_PLUS,C,C_MINUS,D_PLUS,D,D_MINUS,F,WITHDRAWN,SEMESTER,YEAR,IS_NEW
ACB:3110:0001,Principles of Human Anatomy,Kathleen Andersen - Primary Instructor,,-,23.0,-,-,57.0,-,-,48.0,-,-,24.0,-,-,20.0,Fall,2023,1
ACB:5108:0001,Human Anatomy,Kathleen Andersen - Primary Instructor,,-,28.0,-,-,21.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACB:5210:0001,General Histology Online,Nathan Swailes - Primary Instructor,,-,4.0,-,-,5.0,-,-,2.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACB:5224:0001,Grad Seminar in Cell & Develop Biology,Charles Yeaman - Primary Instructor,,-,16.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACB:6237:0001,Critical Thinking Biochem & Mol Biology,C Andrew Frank - Primary Instructor,,-,11.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACB:6238:0001,Critical Thinking in Genetics,Adam Dupuy - Primary Instructor,,-,11.0,-,-,4.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACB:7001:0001,Teaching Learning in Anatomical Sciences,Marc Pizzimenti - Primary Instructor,,-,7.0,-,-,4.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:2100:0A01,Introduction to Financial Accounting,Brad Hepfer - Primary Instructor,,-,24.0,-,-,2.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:2100:0A02,Introduction to Financial Accounting,Christian Kindt - Primary Instructor,David Stubing - Course Supervisor,-,19.0,-,-,15.0,-,-,4.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:2100:0A03,Introduction to Financial Accounting,Justyn Maroon - Primary Instructor,Brad Hepfer - Course Supervisor,-,15.0,-,-,14.0,-,-,2.0,-,-,1.0,-,-,0.0,Fall,2023,1
ACCT:2100:0A04,Introduction to Financial Accounting,Jared Miller - Primary Instructor,David Stubing - Course Supervisor,-,13.0,-,-,11.0,-,-,4.0,-,-,2.0,-,-,0.0,Fall,2023,1
ACCT:2100:0A05,Introduction to Financial Accounting,Destiny Berns - Primary Instructor,Brad Hepfer - Course Supervisor,-,13.0,-,-,13.0,-,-,4.0,-,-,2.0,-,-,0.0,Fall,2023,1
ACCT:2100:0A06,Introduction to Financial Accounting,Luke Warner - Primary Instructor,Brad Hepfer - Course Supervisor,-,12.0,-,-,13.0,-,-,6.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:2100:0A07,Introduction to Financial Accounting,Justyn Maroon - Primary Instructor,David Stubing - Course Supervisor,-,11.0,-,-,14.0,-,-,6.0,-,-,0.0,-,-,1.0,Fall,2023,1
ACCT:2100:0A08,Introduction to Financial Accounting,Luke Warner - Primary Instructor,Brad Hepfer - Course Supervisor,-,15.0,-,-,10.0,-,-,3.0,-,-,0.0,-,-,1.0,Fall,2023,1
ACCT:2100:0A09,Introduction to Financial Accounting,Destiny Berns - Primary Instructor,Brad Hepfer - Course Supervisor,-,15.0,-,-,15.0,-,-,2.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:2100:0A10,Introduction to Financial Accounting,Christian Kindt - Primary Instructor,Brad Hepfer - Course Supervisor,-,17.0,-,-,17.0,-,-,6.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:2100:0A11,Introduction to Financial Accounting,Justyn Maroon - Primary Instructor,David Stubing - Course Supervisor,-,6.0,-,-,18.0,-,-,7.0,-,-,1.0,-,-,0.0,Fall,2023,1
ACCT:2100:0A12,Introduction to Financial Accounting,Abi Schultz - Primary Instructor,Brad Hepfer - Course Supervisor,-,12.0,-,-,14.0,-,-,6.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:2100:0A13,Introduction to Financial Accounting,Abi Schultz - Primary Instructor,Brad Hepfer - Course Supervisor,-,14.0,-,-,14.0,-,-,4.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:2100:0A14,Introduction to Financial Accounting,Christian Kindt - Primary Instructor,David Stubing - Course Supervisor,-,13.0,-,-,17.0,-,-,2.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:2100:0A15,Introduction to Financial Accounting,Luke Warner - Primary Instructor,David Stubing - Course Supervisor,-,14.0,-,-,13.0,-,-,3.0,-,-,2.0,-,-,0.0,Fall,2023,1
ACCT:2100:0A16,Introduction to Financial Accounting,Abi Schultz - Primary Instructor,David Stubing - Course Supervisor,-,9.0,-,-,16.0,-,-,4.0,-,-,3.0,-,-,0.0,Fall,2023,1
ACCT:2100:0A17,Introduction to Financial Accounting,Destiny Berns - Primary Instructor,David Stubing - Course Supervisor,-,14.0,-,-,13.0,-,-,1.0,-,-,1.0,-,-,0.0,Fall,2023,1
ACCT:2100:A018,Introduction to Financial Accounting,Jared Miller - Primary Instructor,David Stubing - Course Supervisor,-,9.0,-,-,17.0,-,-,2.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:2100:A019,Introduction to Financial Accounting,Jared Miller - Primary Instructor,David Stubing - Course Supervisor,-,7.0,-,-,14.0,-,-,7.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:2200:0001,Managerial Acct Analytics & Data Visual,Lisa Dutchik - Primary Instructor,,-,10.0,-,-,16.0,-,-,2.0,-,-,1.0,-,-,4.0,Fall,2023,1
ACCT:2200:0002,Managerial Acct Analytics & Data Visual,Meredith Clingman - Primary Instructor,Lisa Dutchik - Course Supervisor,-,6.0,-,-,15.0,-,-,3.0,-,-,4.0,-,-,4.0,Fall,2023,1
ACCT:2200:0003,Managerial Acct Analytics & Data Visual,Meredith Clingman - Primary Instructor,Lisa Dutchik - Course Supervisor,-,9.0,-,-,13.0,-,-,7.0,-,-,1.0,-,-,2.0,Fall,2023,1
ACCT:2200:0004,Managerial Acct Analytics & Data Visual,Lisa Dutchik - Primary Instructor,,-,23.0,-,-,3.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:2200:0005,Managerial Acct Analytics & Data Visual,Kaitlyn Ryan - Primary Instructor,Lisa Dutchik - Course Supervisor,-,9.0,-,-,7.0,-,-,11.0,-,-,2.0,-,-,1.0,Fall,2023,1
ACCT:2200:0006,Managerial Acct Analytics & Data Visual,Kaitlyn Ryan - Primary Instructor,Lisa Dutchik - Course Supervisor,-,7.0,-,-,13.0,-,-,8.0,-,-,0.0,-,-,2.0,Fall,2023,1
ACCT:2200:0007,Managerial Acct Analytics & Data Visual,Bryce Buhlman - Primary Instructor,Lisa Dutchik - Course Supervisor,-,6.0,-,-,12.0,-,-,4.0,-,-,3.0,-,-,5.0,Fall,2023,1
ACCT:2200:0008,Managerial Acct Analytics & Data Visual,Bryce Buhlman - Primary Instructor,Lisa Dutchik - Course Supervisor,-,8.0,-,-,10.0,-,-,6.0,-,-,7.0,-,-,1.0,Fall,2023,1
ACCT:2200:0009,Managerial Acct Analytics & Data Visual,Elise Izumi - Primary Instructor,Lisa Dutchik - Course Supervisor,-,5.0,-,-,9.0,-,-,6.0,-,-,3.0,-,-,5.0,Fall,2023,1
ACCT:2200:0011,Managerial Acct Analytics & Data Visual,Elise Izumi - Primary Instructor,Lisa Dutchik - Course Supervisor,-,6.0,-,-,12.0,-,-,6.0,-,-,3.0,-,-,2.0,Fall,2023,1
ACCT:2200:0012,Managerial Acct Analytics & Data Visual,Adam Hegland - Primary Instructor,Lisa Dutchik - Course Supervisor,-,8.0,-,-,9.0,-,-,7.0,-,-,1.0,-,-,3.0,Fall,2023,1
ACCT:2200:0013,Managerial Acct Analytics & Data Visual,Adam Hegland - Primary Instructor,Lisa Dutchik - Course Supervisor,-,11.0,-,-,9.0,-,-,3.0,-,-,0.0,-,-,1.0,Fall,2023,1
ACCT:2200:0EX4,Managerial Acct Analytics & Data Visual,Silvia Tessari - Primary Instructor,Stephanie Schnicker - Course Supervisor,-,7.0,-,-,9.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:3020:0001,Financial Accounting and Reporting,Amy McDonald - Primary Instructor,,-,23.0,-,-,26.0,-,-,10.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:3020:0002,Financial Accounting and Reporting,Amy McDonald - Primary Instructor,,-,12.0,-,-,20.0,-,-,21.0,-,-,3.0,-,-,5.0,Fall,2023,1
ACCT:3020:0003,Financial Accounting and Reporting,Amy McDonald - Primary Instructor,,-,14.0,-,-,26.0,-,-,14.0,-,-,3.0,-,-,2.0,Fall,2023,1
ACCT:3200:000A,Income Measurement and Asset Valuation,Michael Durney - Primary Instructor,,-,14.0,-,-,9.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:3200:000B,Income Measurement and Asset Valuation,Michael Durney - Primary Instructor,,-,18.0,-,-,12.0,-,-,1.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:3200:000C,Income Measurement and Asset Valuation,Michael Durney - Primary Instructor,,-,25.0,-,-,9.0,-,-,1.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:3300:000A,Valuation of Financial Claims,Greg Hall - Primary Instructor,,-,16.0,-,-,11.0,-,-,6.0,-,-,2.0,-,-,1.0,Fall,2023,1
ACCT:3300:000B,Valuation of Financial Claims,Greg Hall - Primary Instructor,,-,21.0,-,-,12.0,-,-,7.0,-,-,3.0,-,-,1.0,Fall,2023,1
ACCT:3400:0001,Introduction to Taxation,Kay Hegarty - Primary Instructor,,-,30.0,-,-,13.0,-,-,3.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:3400:0002,Introduction to Taxation,Kay Hegarty - Primary Instructor,,-,23.0,-,-,17.0,-,-,1.0,-,-,0.0,-,-,1.0,Fall,2023,1
ACCT:3500:0001,Advanced Tax Topics,Jaron Wilde - Primary Instructor,,-,11.0,-,-,7.0,-,-,3.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:3500:0002,Advanced Tax Topics,Jaron Wilde - Primary Instructor,,-,18.0,-,-,12.0,-,-,5.0,-,-,0.0,-,-,1.0,Fall,2023,1
ACCT:3500:0003,Advanced Tax Topics,Jaron Wilde - Primary Instructor,,-,24.0,-,-,14.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:3600:0001,Accounting Systems & Analytics,David Stubing - Primary Instructor,,-,15.0,-,-,11.0,-,-,1.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:3600:0002,Accounting Systems & Analytics,David Stubing - Primary Instructor,,-,25.0,-,-,10.0,-,-,0.0,-,-,1.0,-,-,0.0,Fall,2023,1
ACCT:4100:0001,Auditing,Kevin Den Adel - Primary Instructor,,-,9.0,-,-,20.0,-,-,3.0,-,-,1.0,-,-,0.0,Fall,2023,1
ACCT:4100:0002,Auditing,Kevin Den Adel - Primary Instructor,,-,10.0,-,-,12.0,-,-,1.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:4200:0001,Advanced Managerial Accounting Analytics,Heidi Hansel - Primary Instructor,,-,14.0,-,-,18.0,-,-,4.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:4200:0002,Advanced Managerial Accounting Analytics,Heidi Hansel - Primary Instructor,,-,9.0,-,-,11.0,-,-,3.0,-,-,0.0,-,-,1.0,Fall,2023,1
ACCT:4300:0001,Accounting Ethics and Law,Mary Murphy - Primary Instructor,,-,18.0,-,-,17.0,-,-,4.0,-,-,0.0,-,-,1.0,Fall,2023,1
ACCT:4300:0002,Accounting Ethics and Law,Mary Murphy - Primary Instructor,,-,10.0,-,-,14.0,-,-,6.0,-,-,0.0,-,-,1.0,Fall,2023,1
ACCT:9020:0900,Strategic Cost Analysis,Ramji Balakrishnan - Primary Instructor,,-,20.0,-,-,4.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:9020:0EXW,Strategic Cost Analysis,Ramji Balakrishnan - Primary Instructor,,-,18.0,-,-,5.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:9120:0001,Design & Use of Cost Management Systems,Ramji Balakrishnan - Primary Instructor,,-,16.0,-,-,12.0,-,-,1.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:9130:0001,Financial Reporting: Theory and Practice,Dain Donelson - Primary Instructor,,-,22.0,-,-,17.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACCT:9140:0001,Advanced Auditing,Kevin Den Adel - Primary Instructor,,-,26.0,-,-,7.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
ACTS:4130:0001,Quantitative Methods for Actuaries,Elias Shiu - Primary Instructor,,-,8.0,-,-,3.0,-,-,3.0,-,-,1.0,-,-,0.0,Fall,2023,1
ACTS:4280:0001,Life Contingencies II,Elias Shiu - Primary Instructor,,-,9.0,-,-,4.0,-,-,3.0,-,-,0.0,-,-,0.0,Fall,2023,1
AERO:1100:0001,Air Force Heritage and Values I,Brett Lechtenberg - Primary Instructor,Matthew Youmans - Course Supervisor,-,13.0,-,-,2.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
AERO:1100:0002,Air Force Heritage and Values I,Brett Lechtenberg - Primary Instructor,Matthew Youmans - Course Supervisor,-,11.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
AFAM:1020:0A01,Introduction to African American Culture,Armando Bryson - Primary Instructor,Ashley Howard - Course Supervisor,-,18.0,-,-,4.0,-,-,1.0,-,-,1.0,-,-,0.0,Fall,2023,1
AFAM:1020:0A02,Introduction to African American Culture,Armando Bryson - Primary Instructor,Ashley Howard - Course Supervisor,-,12.0,-,-,5.0,-,-,0.0,-,-,0.0,-,-,1.0,Fall,2023,1
AFAM:1020:0A03,Introduction to African American Culture,Armando Bryson - Primary Instructor,Ashley Howard - Course Supervisor,-,15.0,-,-,3.0,-,-,0.0,-,-,0.0,-,-,1.0,Fall,2023,1
AFAM:1250:0001,Introduction African American Religions,Richard Turner - Primary Instructor,,-,7.0,-,-,13.0,-,-,0.0,-,-,1.0,-,-,1.0,Fall,2023,1
AFAM:2064:0001,African American Families,Iyana Leach - Primary Instructor,Venise Berry - Course Supervisor,-,14.0,-,-,3.0,-,-,0.0,-,-,2.0,-,-,0.0,Fall,2023,1
AFAM:2070:0A01,Black Television Culture,Shannon Sweeney - Primary Instructor,Timothy Havens - Course Supervisor,-,6.0,-,-,5.0,-,-,4.0,-,-,2.0,-,-,1.0,Fall,2023,1
AFAM:2070:0A02,Black Television Culture,Shannon Sweeney - Primary Instructor,Timothy Havens - Course Supervisor,-,5.0,-,-,9.0,-,-,4.0,-,-,0.0,-,-,0.0,Fall,2023,1
AFAM:2070:0A03,Black Television Culture,Shannon Sweeney - Primary Instructor,Timothy Havens - Course Supervisor,-,4.0,-,-,0.0,-,-,2.0,-,-,6.0,-,-,0.0,Fall,2023,1
AFAM:2267:0A04,African American History to 1877,Danielle Hoskins - Primary Instructor,Cory Young - Course Supervisor,-,2.0,-,-,6.0,-,-,5.0,-,-,3.0,-,-,0.0,Fall,2023,1
AFAM:2267:0A05,African American History to 1877,Danielle Hoskins - Primary Instructor,Cory Young - Course Supervisor,-,6.0,-,-,6.0,-,-,1.0,-,-,1.0,-,-,1.0,Fall,2023,1
AFAM:2267:0A06,African American History to 1877,Haseeb Haroon - Primary Instructor,Cory Young - Course Supervisor,-,5.0,-,-,5.0,-,-,3.0,-,-,0.0,-,-,0.0,Fall,2023,1
AFAM:2500:0EXW,Black Culture and Experience,Anthony Haughton - Primary Instructor,Venise Berry - Course Supervisor,-,9.0,-,-,13.0,-,-,6.0,-,-,1.0,-,-,1.0,Fall,2023,1
AFAM:3500:0001,"Malcolm X, King, and Human Rights",Richard Turner - Primary Instructor,,-,2.0,-,-,9.0,-,-,0.0,-,-,1.0,-,-,1.0,Fall,2023,1
AMST:1010:0001,Understanding American Cultures,Diann Rozsa - Primary Instructor,Thomas Oates - Course Supervisor,-,12.0,-,-,14.0,-,-,3.0,-,-,1.0,-,-,0.0,Fall,2023,1
AMST:1074:0001,Inequality in American Sport,George Rozsa - Primary Instructor,,-,12.0,-,-,14.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
AMST:1074:0A01,Inequality in American Sport,John Tappen - Primary Instructor,Jennifer Sterling - Course Supervisor,-,13.0,-,-,4.0,-,-,0.0,-,-,1.0,-,-,0.0,Fall,2023,1
AMST:1074:0A02,Inequality in American Sport,John Tappen - Primary Instructor,Jennifer Sterling - Course Supervisor,-,10.0,-,-,7.0,-,-,2.0,-,-,1.0,-,-,0.0,Fall,2023,1
AMST:1074:0A03,Inequality in American Sport,John Tappen - Primary Instructor,Jennifer Sterling - Course Supervisor,-,11.0,-,-,1.0,-,-,1.0,-,-,1.0,-,-,1.0,Fall,2023,1
AMST:1074:0A05,Inequality in American Sport,Glenn Houlihan - Primary Instructor,Jennifer Sterling - Course Supervisor,-,7.0,-,-,4.0,-,-,1.0,-,-,1.0,-,-,0.0,Fall,2023,1
AMST:1074:0A06,Inequality in American Sport,Glenn Houlihan - Primary Instructor,Jennifer Sterling - Course Supervisor,-,8.0,-,-,6.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
AMST:1074:0A07,Inequality in American Sport,Janeanne Levenstein - Primary Instructor,Jennifer Sterling - Course Supervisor,-,9.0,-,-,2.0,-,-,2.0,-,-,1.0,-,-,0.0,Fall,2023,1
AMST:1074:0A08,Inequality in American Sport,Janeanne Levenstein - Primary Instructor,Jennifer Sterling - Course Supervisor,-,11.0,-,-,6.0,-,-,2.0,-,-,0.0,-,-,0.0,Fall,2023,1
AMST:1074:0A09,Inequality in American Sport,Janeanne Levenstein - Primary Instructor,Jennifer Sterling - Course Supervisor,-,9.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
AMST:2000:0001,Introduction to American Studies,Uche Anomnachi - Primary Instructor,Thomas Oates - Course Supervisor,-,11.0,-,-,13.0,-,-,1.0,-,-,1.0,-,-,1.0,Fall,2023,1
AMST:2025:0001,Diversity in American Culture,Laurel Carlson - Primary Instructor,Travis Vogan - Course Supervisor,-,18.0,-,-,9.0,-,-,2.0,-,-,1.0,-,-,0.0,Fall,2023,1
AMST:2025:0002,Diversity in American Culture,John Rubio - Primary Instructor,Travis Vogan - Course Supervisor,-,18.0,-,-,6.0,-,-,1.0,-,-,0.0,-,-,3.0,Fall,2023,1
ANTH:1000:0001,First-Year Seminar,Veronica Mraz - Primary Instructor,,-,6.0,-,-,7.0,-,-,2.0,-,-,2.0,-,-,1.0,Fall,2023,1
ANTH:1001:0001,Issues in Anthropology,Logan Moore - Primary Instructor,Robert Franciscus - Course Supervisor,-,14.0,-,-,8.0,-,-,2.0,-,-,0.0,-,-,0.0,Fall,2023,1
ANTH:1040:0001,Language Rights,Daniel Devitt - Primary Instructor,,-,35.0,-,-,15.0,-,-,4.0,-,-,2.0,-,-,1.0,Fall,2023,1
ANTH:1101:0A10,Cultural Anthropology,Binit Gurung - Primary Instructor,Meena Khandelwal - Course Supervisor,-,5.0,-,-,12.0,-,-,2.0,-,-,1.0,-,-,2.0,Fall,2023,1
ANTH:1101:0A11,Cultural Anthropology,Alisa Weinstein - Primary Instructor,Meena Khandelwal - Course Supervisor,-,9.0,-,-,5.0,-,-,2.0,-,-,3.0,-,-,2.0,Fall,2023,1
ANTH:1101:0A12,Cultural Anthropology,Binit Gurung - Primary Instructor,Meena Khandelwal - Course Supervisor,-,8.0,-,-,10.0,-,-,0.0,-,-,1.0,-,-,0.0,Fall,2023,1
ANTH:1101:0A14,Cultural Anthropology,Alisa Weinstein - Primary Instructor,Meena Khandelwal - Course Supervisor,-,9.0,-,-,4.0,-,-,3.0,-,-,1.0,-,-,0.0,Fall,2023,1
ANTH:1101:0A15,Cultural Anthropology,Alisa Weinstein - Primary Instructor,Meena Khandelwal - Course Supervisor,-,13.0,-,-,9.0,-,-,1.0,-,-,1.0,-,-,1.0,Fall,2023,1
ANTH:1101:0A16,Cultural Anthropology,Binit Gurung - Primary Instructor,Meena Khandelwal - Course Supervisor,-,5.0,-,-,14.0,-,-,2.0,-,-,0.0,-,-,2.0,Fall,2023,1
ANTH:1201:0A70,World Archaeology,Victoria Priola - Primary Instructor,Margaret Beck - Course Supervisor,-,2.0,-,-,10.0,-,-,4.0,-,-,4.0,-,-,4.0,Fall,2023,1
ANTH:1201:0A71,World Archaeology,Victoria Priola - Primary Instructor,Margaret Beck - Course Supervisor,-,9.0,-,-,8.0,-,-,7.0,-,-,1.0,-,-,0.0,Fall,2023,1
ANTH:1201:0A74,World Archaeology,Victoria Priola - Primary Instructor,Margaret Beck - Course Supervisor,-,6.0,-,-,10.0,-,-,8.0,-,-,0.0,-,-,1.0,Fall,2023,1
ANTH:1301:0A83,Human Origins,Mack Cross - Primary Instructor,Andrew Kitchen - Course Supervisor,-,4.0,-,-,6.0,-,-,5.0,-,-,6.0,-,-,2.0,Fall,2023,1
ANTH:1301:0A84,Human Origins,Mack Cross - Primary Instructor,Andrew Kitchen - Course Supervisor,-,4.0,-,-,4.0,-,-,10.0,-,-,3.0,-,-,2.0,Fall,2023,1
ANTH:1301:0A85,Human Origins,Mack Cross - Primary Instructor,Andrew Kitchen - Course Supervisor,-,6.0,-,-,4.0,-,-,10.0,-,-,2.0,-,-,3.0,Fall,2023,1
ANTH:1301:0A86,Human Origins,Tristan Szymanski - Primary Instructor,Andrew Kitchen - Course Supervisor,-,5.0,-,-,7.0,-,-,2.0,-,-,5.0,-,-,5.0,Fall,2023,1
ANTH:1301:0A87,Human Origins,Tristan Szymanski - Primary Instructor,Andrew Kitchen - Course Supervisor,-,3.0,-,-,9.0,-,-,8.0,-,-,3.0,-,-,2.0,Fall,2023,1
ANTH:1301:0A88,Human Origins,Tristan Szymanski - Primary Instructor,Andrew Kitchen - Course Supervisor,-,2.0,-,-,4.0,-,-,10.0,-,-,4.0,-,-,3.0,Fall,2023,1
ANTH:1401:0A91,"Language, Culture, and Communication",Jasmin Msuya - Primary Instructor,Mary Good - Course Supervisor,-,7.0,-,-,11.0,-,-,2.0,-,-,1.0,-,-,3.0,Fall,2023,1
ANTH:1401:0A93,"Language, Culture, and Communication",Jasmin Msuya - Primary Instructor,Mary Good - Course Supervisor,-,5.0,-,-,10.0,-,-,4.0,-,-,3.0,-,-,0.0,Fall,2023,1
ANTH:1401:0A94,"Language, Culture, and Communication",Jasmin Msuya - Primary Instructor,Mary Good - Course Supervisor,-,3.0,-,-,11.0,-,-,6.0,-,-,0.0,-,-,3.0,Fall,2023,1
ANTH:2100:0A51,Anthropology & Contemporary World Problm,Andres Restrepo Sanchez - Primary Instructor,Elana Buch - Course Supervisor,-,18.0,-,-,3.0,-,-,3.0,-,-,0.0,-,-,0.0,Fall,2023,1
ANTH:2100:0A52,Anthropology & Contemporary World Problm,Kyle Bikowski - Primary Instructor,Elana Buch - Course Supervisor,-,16.0,-,-,6.0,-,-,2.0,-,-,1.0,-,-,0.0,Fall,2023,1
ANTH:2100:0A53,Anthropology & Contemporary World Problm,Steven Keehner - Primary Instructor,Elana Buch - Course Supervisor,-,11.0,-,-,12.0,-,-,0.0,-,-,2.0,-,-,0.0,Fall,2023,1
ANTH:2100:0A55,Anthropology & Contemporary World Problm,Andres Restrepo Sanchez - Primary Instructor,Elana Buch - Course Supervisor,-,16.0,-,-,5.0,-,-,3.0,-,-,1.0,-,-,0.0,Fall,2023,1
ANTH:2100:0A57,Anthropology & Contemporary World Problm,Andres Restrepo Sanchez - Primary Instructor,Elana Buch - Course Supervisor,-,17.0,-,-,8.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
ANTH:2100:0A58,Anthropology & Contemporary World Problm,Kyle Bikowski - Primary Instructor,Elana Buch - Course Supervisor,-,19.0,-,-,4.0,-,-,1.0,-,-,1.0,-,-,0.0,Fall,2023,1
ANTH:2100:0A59,Anthropology & Contemporary World Problm,Steven Keehner - Primary Instructor,Elana Buch - Course Supervisor,-,19.0,-,-,5.0,-,-,1.0,-,-,0.0,-,-,0.0,Fall,2023,1
ANTH:2100:0A63,Anthropology & Contemporary World Problm,Kyle Bikowski - Primary Instructor,Elana Buch - Course Supervisor,-,13.0,-,-,6.0,-,-,4.0,-,-,1.0,-,-,0.0,Fall,2023,1
ANTH:2100:0A64,Anthropology & Contemporary World Problm,Steven Keehner - Primary Instructor,Elana Buch - Course Supervisor,-,18.0,-,-,5.0,-,-,0.0,-,-,2.0,-,-,0.0,Fall,2023,1
ANTH:2103:0A01,Introduction to Global Health Studies,Anne Kiche - Primary Instructor,,-,13.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Fall,2023,1
ANTH:2103:0A03,Introduction to Global Health Studies,Austin Tang - Primary Instructor,Anne Kiche - Course Supervisor,-,7.0,-,-,2.0,-,-,0.0,-,-,1.0,-,-,0.0,Fall,2023,1
ANTH:2220:0001,"The Olmec, Maya and Aztecs",Glenn Storey - Primary Instructor,,-,11.0,-,-,5.0,-,-,2.0,-,-,1.0,-,-,0.0,Fall,2023,1
ANTH:2261:0EXS,Human Impacts on the Environment,Corinne Watts - Primary Instructor,Margaret Beck - Course Supervisor,-,12.0,-,-,7.0,-,-,4.0,-,-,1.0,-,-,0.0,Fall,2023,1
ANTH:2261:0EXT,Human Impacts on the Environment,Corinne Watts - Primary Instructor,Margaret Beck - Course Supervisor,-,13.0,-,-,8.0,-,-,1.0,-,-,0.0,-,-,2.0,Fall,2023,1
ANTH:2261:0EXU,Human Impacts on the Environment,Lucas Howser - Primary Instructor,Margaret Beck - Course Supervisor,-,7.0,-,-,13.0,-,-,3.0,-,-,0.0,-,-,2.0,Fall,2023,1
ANTH:2261:0EXV,Human Impacts on the Environment,Lucas Howser - Primary Instructor,Margaret Beck - Course Supervisor,-,8.0,-,-,14.0,-,-,2.0,-,-,1.0,-,-,0.0,Fall,2023,1
ANTH:2261:0EXW,Human Impacts on the Environment,Lucas Howser - Primary Instructor,Margaret Beck - Course Supervisor,-,11.0,-,-,9.0,-,-,1.0,-,-,2.0,-,-,1.0,Fall,2023,1
ANTH:2261:0EXX,Human Impacts on the Environment,Corinne Watts - Primary Instructor,Margaret Beck - Course Supervisor,-,9.0,-,-,8.0,-,-,5.0,-,-,0.0,-,-,1.0,Fall,2023,1
ANTH:3001:0001,Introduction to Museum Studies,Nic Hartmann - Primary Instructor,,-,13.0,-,-,2.0,-,-,0.0,-,-,2.0,-,-,1.0,Fall,2023,1
ANTH:3103:0001,Environment and Culture,Matthew Hill - Primary Instructor,,-,22.0,-,-,15.0,-,-,1.0,-,-,1.0,-,-,0.0,Fall,2023,1
ANTH:3152:0001,Anthropology of Caregiving and Health,Elana Buch - Primary Instructor,,-,9.0,-,-,2.0,-,-,1.0,-,-,1.0,-,-,0.0,Fall,2023,1
ANTH:3243:0EXW,Archaeology of the American Midcontinent,John Doershuk - Primary Instructor,,-,9.0,-,-,7.0,-,-,1.0,-,-,1.0,-,-,1.0,Fall,2023,1
ANTH:3261:0001,Our Life With Dogs,Matthew Hill - Primary Instructor,,-,11.0,-,-,1.0,-,-,0.0,-,-,1.0,-,-,1.0,Fall,2023,1
ANTH:3305:0001,Human Osteology,Lara Noldner - Primary Instructor,,-,8.0,-,-,4.0,-,-,3.0,-,-,0.0,-,-,1.0,Fall,2023,1
ARAB:1000:0001,First-Year Seminar,Asma Ben Romdhane - Primary Instructor,,-,13.0,-,-,2.0,-,-,1.0,-,-,0.0,-,-,0.0,Fall,2023,1
