SUBJECT_COURSE_SECTION,COURSE_TITLE,PRIMARY_INSTRUCTOR_NAME,SECONDARY_INSTRUCTOR_NAME,A_PLUS,A,A_MINUS,B_PLUS,B,B_MINUS,C_PLUS,C,C_MINUS,D_PLUS,D,D_MINUS,F,WITHDRAWN,SEMESTER,YEAR,IS_NEW
ACCT:2100:0A09,Introduction to Financial Accounting,Dom Cravero,,2,0,1,6,5,4,6,2,1,0,1,0,0,2,Fall,2022,0
ACCT:2100:0A10,Introduction to Financial Accounting,Grace Foxen,,4,1,1,3,4,1,5,4,1,0,2,0,1,3,Fall,2022,0
ACCT:2100:0A11,Introduction to Financial Accounting,Sam Eichhorn,,1,1,0,2,7,2,3,4,4,2,0,0,0,0,Fall,2022,0
ACCT:2100:0A12,Introduction to Financial Accounting,Anna Thomas,,2,5,1,3,3,1,5,3,3,2,0,1,0,1,Fall,2022,0
ACCT:2100:0A13,Introduction to Financial Accounting,Derek Smith,,4,2,2,10,4,2,4,0,2,0,0,0,0,0,Fall,2022,0
ACCT:2100:0A14,Introduction to Financial Accounting,Anna Thomas,,1,2,3,2,5,3,4,5,2,0,0,0,0,2,Fall,2022,0
ACCT:2100:0A15,Introduction to Financial Accounting,Derek Smith,,1,2,2,5,6,2,3,1,6,0,0,0,1,1,Fall,2022,0
ACCT:2100:0A16,Introduction to Financial Accounting,Sam Eichhorn,,1,3,3,3,4,4,3,3,3,0,1,0,0,1,Fall,2022,0
ACCT:2100:0A17,Introduction to Financial Accounting,David Stubing,,1,1,4,4,1,3,1,4,5,2,0,0,0,2,Fall,2022,0
ACCT:2200:0001,Managerial Accounting,Kyle Cowling,,2,7,0,5,11,0,2,2,0,0,0,0,0,2,Fall,2022,0
ACCT:2200:0002,Managerial Accounting,Rebecca Maire,,4,7,0,3,6,0,5,5,0,0,0,0,0,0,Fall,2022,0
ACCT:2200:0003,Managerial Accounting,Rebecca Maire,,4,2,0,7,6,0,5,2,0,0,1,0,1,3,Fall,2022,0
ACCT:2200:0004,Managerial Accounting,Lisa Dutchik,,22,2,0,2,0,0,0,1,0,0,0,0,0,0,Fall,2022,0
ACCT:2200:0005,Managerial Accounting,Ellie Judisch,,6,4,0,4,12,0,3,3,0,1,0,0,0,0,Fall,2022,0
ACCT:2200:0006,Managerial Accounting,Alex Tyndall,,4,2,0,4,8,0,6,5,0,1,2,0,0,1,Fall,2022,0
ACCT:2200:0007,Managerial Accounting,Michael Parzynski,,2,5,0,3,9,0,2,6,0,0,1,0,0,1,Fall,2022,0
ACCT:2200:0008,Managerial Accounting,Kyle Cowling,,0,3,0,7,6,0,7,6,0,1,2,0,1,0,Fall,2022,0
ACCT:2200:0009,Managerial Accounting,Ellie Judisch,,6,1,0,10,6,0,2,3,0,2,1,0,0,0,Fall,2022,0
ACCT:2200:0010,Managerial Accounting,Alex Tyndall,,1,2,0,10,6,0,2,2,0,1,1,0,0,1,Fall,2022,0
ACCT:3020:0001,Financial Accounting and Reporting,Amy McDonald,,1,9,5,13,8,5,6,4,5,1,1,0,1,0,Fall,2022,0
ACCT:3020:0002,Financial Accounting and Reporting,Amy McDonald,,3,15,10,10,13,10,5,10,8,1,0,0,0,0,Fall,2022,0
ACCT:3020:0003,Financial Accounting and Reporting,Amy McDonald,,0,10,7,6,4,10,6,4,3,1,1,0,0,4,Fall,2022,0
ACCT:3200:000A,Income Measurement and Asset Valuation,Michael Durney,,1,7,2,4,4,0,0,0,0,0,0,0,0,0,Fall,2022,0
ACCT:3200:000B,Income Measurement and Asset Valuation,Michael Durney,,1,10,5,6,8,3,0,0,0,0,0,0,0,0,Fall,2022,0
ACCT:3200:000C,Income Measurement and Asset Valuation,Michael Durney,,5,14,3,1,5,3,2,2,0,0,0,0,0,0,Fall,2022,0
ACCT:3300:000A,Valuation of Financial Claims,Amy McDonald,,1,6,3,6,6,3,5,2,1,1,0,0,1,1,Fall,2022,0
ACCT:3300:000B,Valuation of Financial Claims,Amy McDonald,,1,4,8,7,7,1,1,7,0,0,1,0,0,0,Fall,2022,0
ACCT:3400:0001,Introduction to Taxation,Kay Hegarty,,6,7,6,4,5,0,2,1,0,0,1,0,1,2,Fall,2022,0
ACCT:3400:0002,Introduction to Taxation,Kay Hegarty,,9,15,3,6,12,0,2,1,0,0,0,0,0,1,Fall,2022,0
ACCT:3500:0001,Advanced Tax Topics,Jaron Wilde,,3,6,2,2,9,1,0,2,0,0,0,0,0,0,Fall,2022,0
ACCT:3500:0002,Advanced Tax Topics,Jaron Wilde,,1,10,2,3,9,0,2,2,2,0,0,0,0,1,Fall,2022,0
ACCT:3500:0003,Advanced Tax Topics,Jaron Wilde,,7,13,2,6,7,2,0,0,1,0,0,0,0,1,Fall,2022,0
ACCT:3600:0001,Accounting Information Systems,David Stubing,,0,5,11,14,13,2,2,3,0,0,0,0,0,1,Fall,2022,0
ACCT:4100:0001,Auditing,Kevin Den Adel,,2,3,8,9,15,2,1,0,0,0,0,0,0,0,Fall,2022,0
ACCT:4100:0002,Auditing,Kevin Den Adel,,2,5,4,6,9,3,3,1,0,0,0,0,0,0,Fall,2022,0
ACCT:4200:0001,Acctg for Management Analysis & Control,Heidi Hansel,,2,3,6,3,5,1,3,4,0,0,2,1,0,1,Fall,2022,0
ACCT:4200:0002,Acctg for Management Analysis & Control,Heidi Hansel,,3,9,9,1,5,3,2,1,2,0,0,0,0,1,Fall,2022,0
ACCT:4300:0001,Accounting Ethics and Law,Mary Murphy,,1,5,7,6,6,4,0,1,0,0,0,0,0,0,Fall,2022,0
ACCT:4300:0002,Accounting Ethics and Law,Mary Murphy,,1,8,2,5,1,3,1,1,0,0,0,0,0,0,Fall,2022,0
ACCT:7850:0001,Seminar in Accounting Research,Cristi Gleason,,0,9,0,0,0,0,0,0,0,0,0,0,0,0,Fall,2022,0
ACCT:9020:0900,Strategic Cost Analysis,Ramji Balakrishnan,,0,19,8,6,0,0,0,0,0,0,0,0,0,0,Fall,2022,0
ACCT:9020:0EX8,Strategic Cost Analysis,Jeremy Lill,,3,11,2,1,3,2,0,0,0,0,0,0,0,0,Fall,2022,0
ACCT:9020:0EXV,Strategic Cost Analysis,Ramji Balakrishnan,,0,14,5,1,0,3,0,1,0,0,0,0,0,0,Fall,2022,0
ACCT:9120:0001,Design & Use of Cost Management Systems,Ramji Balakrishnan,,0,8,8,4,2,2,1,0,0,0,0,0,0,0,Fall,2022,0
ACCT:9130:0001,Financial Reporting: Theory and Practice,Dain Donelson,,1,12,3,4,7,0,0,0,1,0,0,0,0,0,Fall,2022,0
ACCT:9140:0001,Advanced Auditing,Terri Bobek,,2,6,8,6,3,0,0,0,0,0,0,0,0,0,Fall,2022,0
ACTS:3080:0001,Mathematics of Finance I,Zhiwei Tong,,3,3,2,1,1,1,0,0,2,1,1,0,0,3,Fall,2022,0
ACTS:4130:0001,Quantitative Methods for Actuaries,Ambrose Lo,,2,8,3,4,1,2,3,0,3,0,0,0,1,2,Fall,2022,0
ACTS:4280:0001,Life Contingencies II,Elias Shiu,,2,2,2,1,3,1,0,2,2,0,1,0,0,0,Fall,2022,0
AERO:1100:0001,Air Force Heritage and Values I,Brett Lechtenberg,,6,7,1,0,0,0,0,0,0,0,0,0,0,1,Fall,2022,0
AERO:1100:0002,Air Force Heritage and Values I,Brett Lechtenberg,,3,7,0,0,0,0,0,0,0,0,0,0,0,1,Fall,2022,0
AERO:2100:0001,Team and Leadership Fundamentals I,Matthew Youmans,,5,4,2,1,1,0,0,0,0,0,0,0,0,0,Fall,2022,0
AERO:4100:0001,National Security & Commissioning Prep I,Matthew Youmans,,2,5,2,0,0,0,0,0,0,0,0,0,0,0,Fall,2022,0
AFAM:1030:0A01,Introduction to African American Society,Kefas Lamak,,0,17,4,2,0,0,0,0,0,0,0,0,0,1,Fall,2022,0
AFAM:1030:0A02,Introduction to African American Society,Kefas Lamak,,0,15,8,1,0,0,0,0,0,0,0,0,0,1,Fall,2022,0
AFAM:1030:0A03,Introduction to African American Society,Kefas Lamak,,0,16,6,0,4,0,0,0,0,0,0,0,0,0,Fall,2022,0
AFAM:1250:0001,Introduction African American Religions,Richard Turner,,0,3,8,1,1,1,0,0,0,0,0,0,0,1,Fall,2022,0
AFAM:2064:0001,African American Families,Ashley Frazier,,1,3,0,1,3,0,1,2,2,0,0,1,0,1,Fall,2022,0
AFAM:2070:0A01,Black Television Culture,Cam Brown,,0,6,1,0,2,1,0,0,0,0,0,0,0,1,Fall,2022,0
AFAM:2070:0A02,Black Television Culture,Cam Brown,,0,4,1,0,1,0,1,0,0,0,0,0,3,2,Fall,2022,0
AFAM:2070:0A03,Black Television Culture,Cam Brown,,0,6,1,1,2,1,0,1,0,0,2,0,2,2,Fall,2022,0
AFAM:2072:0001,African American Popular Culture,Timothy Havens,,0,3,2,1,2,0,2,2,0,0,0,0,2,1,Fall,2022,0
AFAM:2267:0A01,African American History to 1877,Sydney O'Hare,,0,5,4,2,3,1,0,0,1,0,1,0,0,0,Fall,2022,0
AFAM:2267:0A02,African American History to 1877,Haseeb Haroon,,1,1,2,3,2,1,1,0,0,0,0,0,1,0,Fall,2022,0
AFAM:2267:0A03,African American History to 1877,Sydney O'Hare,,1,6,5,2,2,1,0,1,0,0,0,0,1,0,Fall,2022,0
AFAM:2267:0A04,African American History to 1877,Danielle Hoskins,,0,1,4,4,3,3,3,1,0,0,0,0,0,0,Fall,2022,0
AFAM:2267:0A05,African American History to 1877,Danielle Hoskins,,0,1,8,5,4,1,0,0,0,0,0,0,0,0,Fall,2022,0
AFAM:2500:0EXW,Black Culture and Experience,Anthony Haughton,,0,3,1,0,16,0,0,5,0,0,1,1,0,3,Fall,2022,0
AFAM:3260:0001,Violence in Black America,Ashley Howard,,0,0,0,1,3,0,0,1,0,0,0,0,1,0,Fall,2022,0
AFAM:3630:0001,Racial Wealth Gap: Black Debt/White Debt,Louise Seamster,,0,5,1,3,0,0,0,0,0,0,0,0,2,0,Fall,2022,0
AFAM:3925:0001,African Americans and the Media,Venise Berry,,0,4,0,0,3,0,0,1,1,0,0,0,1,0,Fall,2022,0
AFAM:4770:0001,Environmental Justice,Eric Tate,,0,2,1,0,1,0,1,0,0,1,0,0,0,0,Fall,2022,0
AMST:1010:0A01,Understanding American Cultures,Diann Rozsa,,0,3,3,4,6,3,0,0,0,0,0,0,1,0,Fall,2022,0
AMST:1010:0A03,Understanding American Cultures,Diann Rozsa,,0,3,6,5,5,0,0,2,0,0,0,0,1,2,Fall,2022,0
AMST:1010:0A05,Understanding American Cultures,Diann Rozsa,,0,4,2,7,4,6,2,0,0,0,0,0,0,0,Fall,2022,0
AMST:1060:0A01,Sex & Popular Culture in America,Berkley Conner,,0,2,3,3,3,0,0,0,1,0,0,0,0,0,Fall,2022,0
AMST:1060:0A02,Sex & Popular Culture in America,Berkley Conner,,0,1,1,3,2,0,1,0,0,0,0,0,0,0,Fall,2022,0
AMST:1060:0A03,Sex & Popular Culture in America,Berkley Conner,,0,2,0,1,7,1,1,0,0,0,0,0,0,0,Fall,2022,0
AMST:1074:0A01,Inequality in American Sport,Janeanne Levenstein,,0,6,0,1,4,0,1,1,1,0,0,1,0,1,Fall,2022,0
AMST:1074:0A02,Inequality in American Sport,Janeanne Levenstein,,0,4,1,5,1,2,0,0,1,0,1,0,0,0,Fall,2022,0
AMST:1074:0A03,Inequality in American Sport,Janeanne Levenstein,,0,10,1,0,0,1,0,0,0,0,0,0,0,0,Fall,2022,0
AMST:1074:0A05,Inequality in American Sport,Glenn Houlihan,,0,7,2,3,2,2,1,0,0,0,0,0,0,0,Fall,2022,0
AMST:1074:0A06,Inequality in American Sport,Glenn Houlihan,,0,8,2,2,0,0,1,0,1,0,0,0,0,2,Fall,2022,0
AMST:1074:0A07,Inequality in American Sport,John Tappen,,0,9,2,1,0,0,0,0,0,0,0,0,0,1,Fall,2022,0
AMST:1074:0A08,Inequality in American Sport,John Tappen,,0,9,1,3,1,1,1,0,1,0,0,0,0,0,Fall,2022,0
AMST:1074:0A09,Inequality in American Sport,John Tappen,,0,5,4,1,4,0,1,2,1,0,1,0,0,0,Fall,2022,0
AMST:2000:0001,Introduction to American Studies,Dominic Dongilli,,0,3,6,5,3,0,1,1,2,0,1,0,0,0,Fall,2022,0
AMST:2025:0001,Diversity in American Culture,Eric Vazquez,,4,8,6,3,1,1,0,0,0,0,0,0,0,0,Fall,2022,0
AMST:2025:0002,Diversity in American Culture,George Rozsa,,1,5,7,7,7,0,0,2,0,0,0,0,0,0,Fall,2022,0
AMST:2025:0004,Diversity in American Culture,Peter Larsen,,9,10,3,0,1,0,0,0,0,0,0,0,0,1,Fall,2022,0
AMST:2025:0005,Diversity in American Culture,Hallie Abelman,,9,8,2,1,0,0,0,0,2,0,0,0,1,1,Fall,2022,0
AMST:2025:0006,Diversity in American Culture,George Rozsa,,0,4,9,9,5,1,0,2,0,0,0,0,0,0,Fall,2022,0
AMST:5000:0001,Interdisc Research in American Cultures,Naomi Greyser,,0,9,0,0,0,0,0,0,0,0,0,0,0,0,Fall,2022,0
ANTH:1000:0001,First-Year Seminar,Veronica Mraz,,0,10,5,1,0,0,0,0,0,0,0,0,0,0,Fall,2022,0
ANTH:1001:0001,Issues in Anthropology,Ariane Thomas,,1,6,3,3,7,3,2,2,0,0,0,0,0,0,Fall,2022,0
ANTH:1040:0001,Language Rights,Daniel Devitt,,7,11,13,5,8,2,4,1,1,0,1,1,1,3,Fall,2022,0
ANTH:1101:0A10,Cultural Anthropology,Kyle Bikowski,,0,1,0,3,4,2,1,3,3,2,0,1,1,2,Fall,2022,0
ANTH:1101:0A11,Cultural Anthropology,Binit Gurung,,0,0,3,3,6,2,2,1,2,0,0,0,2,1,Fall,2022,0
ANTH:1101:0A12,Cultural Anthropology,Binit Gurung,,0,0,0,1,6,4,5,1,0,0,0,0,2,3,Fall,2022,0
ANTH:1101:0A14,Cultural Anthropology,Kyle Bikowski,,0,0,2,4,5,3,1,4,1,0,0,0,1,0,Fall,2022,0
ANTH:1101:0A15,Cultural Anthropology,Binit Gurung,,0,1,4,2,2,4,2,3,0,1,0,0,1,0,Fall,2022,0
ANTH:1101:0A16,Cultural Anthropology,Kyle Bikowski,,0,2,0,0,2,5,2,3,5,1,1,0,2,1,Fall,2022,0
ANTH:1101:0EXW,Cultural Anthropology,Erica Prussing,,1,3,2,2,3,2,1,3,1,0,0,0,0,0,Fall,2022,0
ANTH:1201:0A70,World Archaeology,Victoria Priola,,1,8,4,0,5,4,1,0,0,0,0,1,0,1,Fall,2022,0
ANTH:1201:0A71,World Archaeology,Victoria Priola,,0,4,2,4,2,3,1,1,2,0,1,0,1,1,Fall,2022,0
ANTH:1201:0A74,World Archaeology,Victoria Priola,,0,3,1,8,2,3,3,1,1,0,0,1,1,1,Fall,2022,0
ANTH:1301:0A83,Human Origins,Mack Cross,,0,1,3,5,2,6,2,2,1,0,0,0,1,2,Fall,2022,0
ANTH:1301:0A84,Human Origins,Logan Moore,,0,3,5,6,2,2,1,1,1,1,1,0,0,1,Fall,2022,0
ANTH:1301:0A85,Human Origins,Mack Cross,,0,2,5,5,5,3,2,1,1,1,0,0,0,0,Fall,2022,0
ANTH:1301:0A86,Human Origins,Mack Cross,,1,3,1,2,6,2,2,2,1,1,0,0,1,2,Fall,2022,0
ANTH:1301:0A87,Human Origins,Logan Moore,,0,3,4,4,7,3,2,0,0,1,1,0,0,0,Fall,2022,0
ANTH:1301:0A88,Human Origins,Logan Moore,,0,3,5,4,4,3,5,1,0,0,0,0,0,0,Fall,2022,0
ANTH:1401:0A91,"Language, Culture, and Communication",Jasmin Msuya,,0,4,3,3,3,4,0,2,2,0,2,0,0,2,Fall,2022,0
ANTH:1401:0A93,"Language, Culture, and Communication",Jasmin Msuya,,0,4,7,5,2,2,2,0,0,0,0,0,1,1,Fall,2022,0
ANTH:1401:0A94,"Language, Culture, and Communication",Jasmin Msuya,,0,5,4,7,3,0,2,1,0,1,0,1,1,0,Fall,2022,0
ANTH:2100:0001,Anthropology & Contemporary World Problm,Elana Buch,,0,6,8,3,2,1,2,0,0,0,0,0,2,0,Fall,2022,0
ANTH:2100:0A51,Anthropology & Contemporary World Problm,Addison Kimmel,,0,5,4,6,4,2,2,0,1,0,0,0,0,0,Fall,2022,0
ANTH:2100:0A52,Anthropology & Contemporary World Problm,Addison Kimmel,,0,2,3,8,5,1,3,2,1,0,0,0,0,0,Fall,2022,0
ANTH:2100:0A53,Anthropology & Contemporary World Problm,Addison Kimmel,,0,2,5,9,4,1,1,2,0,0,0,0,0,0,Fall,2022,0
ANTH:2100:0A55,Anthropology & Contemporary World Problm,Ebenezer Adeyemi,,0,5,3,7,4,2,1,1,0,0,0,0,1,1,Fall,2022,0
ANTH:2100:0A57,Anthropology & Contemporary World Problm,Tristan Szymanski,,0,1,3,5,5,6,4,0,0,0,0,0,0,1,Fall,2022,0
ANTH:2100:0A58,Anthropology & Contemporary World Problm,Tristan Szymanski,,0,9,1,4,8,1,0,1,0,0,0,0,0,0,Fall,2022,0
ANTH:2100:0A59,Anthropology & Contemporary World Problm,Tristan Szymanski,,0,2,7,4,4,4,1,2,0,0,0,0,0,1,Fall,2022,0
ANTH:2100:0A63,Anthropology & Contemporary World Problm,Ebenezer Adeyemi,,1,3,4,5,4,1,2,1,0,0,0,0,1,3,Fall,2022,0
ANTH:2100:0A64,Anthropology & Contemporary World Problm,Ebenezer Adeyemi,,0,4,4,6,6,3,0,0,0,0,0,0,1,0,Fall,2022,0
ANTH:2103:0A01,Introduction to Global Health Studies,Bege Dauda,,0,6,5,0,0,0,0,1,0,0,0,0,0,0,Fall,2022,0
ANTH:2103:0A02,Introduction to Global Health Studies,Austin Tang,,0,5,2,0,0,0,0,0,1,0,1,0,0,0,Fall,2022,0
ANTH:2103:0A03,Introduction to Global Health Studies,Austin Tang,,0,2,1,2,3,0,1,0,0,0,0,0,1,0,Fall,2022,0
ANTH:2261:0EXS,Human Impacts on the Environment,Steven Keehner,,0,5,5,5,3,1,0,2,0,1,0,0,0,2,Fall,2022,0
ANTH:2261:0EXT,Human Impacts on the Environment,Derick Juptner,,0,1,2,4,4,3,4,1,0,0,0,0,3,2,Fall,2022,0
ANTH:2261:0EXU,Human Impacts on the Environment,Derick Juptner,,0,2,7,5,3,4,3,0,0,0,0,0,0,1,Fall,2022,0
ANTH:2261:0EXV,Human Impacts on the Environment,Derick Juptner,,0,2,6,4,3,3,2,1,0,1,0,0,0,0,Fall,2022,0
ANTH:2261:0EXW,Human Impacts on the Environment,Steven Keehner,,0,4,7,3,3,2,0,2,0,0,0,0,1,3,Fall,2022,0
ANTH:2261:0EXX,Human Impacts on the Environment,Steven Keehner,,0,5,4,4,2,5,1,0,0,0,0,0,2,0,Fall,2022,0
ANTH:2320:0001,Origins of Human Infectious Disease,Andrew Kitchen,,1,19,6,7,4,4,1,3,1,0,1,0,2,1,Fall,2022,0
ANTH:3001:0001,Introduction to Museum Studies,Nic Hartmann,,2,8,2,2,0,1,0,1,0,0,1,0,3,2,Fall,2022,0
ANTH:3152:0001,Anthropology of Caregiving and Health,Elana Buch,,0,5,1,1,0,1,0,0,0,1,0,0,2,0,Fall,2022,0
ANTH:3255:0001,Introduction to Archaeological Ceramics,Margaret Beck,,2,7,3,0,0,0,0,0,0,0,0,0,0,0,Fall,2022,0
ANTH:3265:0001,Archaeology of the Great Plains,Matthew Hill,,0,8,4,1,2,1,0,1,0,0,0,0,1,0,Fall,2022,0
ANTH:3278:0EXV,Archaeology of Ancient Cities,Glenn Storey,,1,11,5,2,3,2,2,2,3,0,0,0,2,1,Fall,2022,0
ANTH:5101:0001,Seminar Sociocultural Anthropology,Ted Powers,,0,7,4,1,0,0,0,0,0,0,0,0,0,0,Fall,2022,0
ANTH:6415:0001,"Seminar: Language, Gender, and Sexuality",Laura Graham,,0,4,1,1,0,0,0,0,0,0,0,0,0,0,Fall,2022,0
ARAB:1000:0001,First-Year Seminar,Asma Ben Romdhane,,0,9,2,1,1,3,0,0,0,0,2,0,0,0,Fall,2022,0
ARAB:1001:0001,Elementary Modern Standard Arabic I,Asma Ben Romdhane,,0,4,3,1,0,0,0,0,1,1,1,1,1,0,Fall,2022,0
ARAB:1001:0002,Elementary Modern Standard Arabic I,Asma Ben Romdhane,,0,2,1,0,1,2,1,1,0,1,0,0,1,2,Fall,2022,0
ARAB:2001:0001,Intermediate Modern Standard Arabic I,Khaled Rajeh,,0,8,1,0,0,0,0,0,0,0,0,0,0,0,Fall,2022,0
ARAB:2001:0002,Intermediate Modern Standard Arabic I,Khaled Rajeh,,0,7,4,0,0,0,0,0,0,0,0,0,0,0,Fall,2022,0
ARAB:3011:0001,Advanced Modern Standard Arabic I,Asma Ben Romdhane,,0,4,1,1,0,1,0,0,0,0,0,0,0,0,Fall,2022,0
ARTH:1020:0A01,Masterpieces: Art in Cultural Contexts,Darra Stuart,,1,3,3,3,2,2,1,1,0,0,0,0,0,4,Fall,2022,0
ARTH:1020:0A02,Masterpieces: Art in Cultural Contexts,Darra Stuart,,1,8,4,1,0,2,0,0,0,0,0,0,0,3,Fall,2022,0
ARTH:1020:0A03,Masterpieces: Art in Cultural Contexts,Darra Stuart,,1,5,4,3,1,0,0,3,0,0,1,0,0,2,Fall,2022,0
ARTH:1020:0A04,Masterpieces: Art in Cultural Contexts,Darra Stuart,,1,2,6,1,3,1,1,1,1,0,0,0,1,1,Fall,2022,0
ARTH:1040:0A01,Arts of Africa,Alan Carrillo,,0,10,5,1,3,2,0,0,0,0,0,0,1,0,Fall,2022,0
ARTH:1040:0A02,Arts of Africa,Alan Carrillo,,0,4,4,5,2,2,0,0,0,1,1,0,1,1,Fall,2022,0
ARTH:1040:0A03,Arts of Africa,Hannah Lang,,0,3,5,7,1,1,0,1,1,0,1,0,1,0,Fall,2022,0
ARTH:1040:0A04,Arts of Africa,Aaron Wang,,0,7,5,3,2,1,0,1,0,0,0,0,2,0,Fall,2022,0
ARTH:1040:0A05,Arts of Africa,Hannah Lang,,0,4,9,1,4,0,1,1,0,0,0,0,1,0,Fall,2022,0
ARTH:1040:0A06,Arts of Africa,Aaron Wang,,0,10,3,1,1,2,1,1,0,0,0,0,0,2,Fall,2022,0
ARTH:1040:0A07,Arts of Africa,Hannah Lang,,0,2,7,5,2,1,1,2,1,0,0,0,0,0,Fall,2022,0
ARTH:1040:0A08,Arts of Africa,Hannah Lang,,0,4,9,4,1,0,1,0,0,2,0,0,0,0,Fall,2022,0
ARTH:1050:0A01,From Cave Paintings to Cathedrals,Abbey Minor,,0,16,1,0,0,0,0,0,0,0,0,0,0,1,Fall,2022,0
ARTH:1050:0A02,From Cave Paintings to Cathedrals,Abbey Minor,,0,2,5,2,1,3,0,1,4,0,0,0,1,1,Fall,2022,0
ARTH:1050:0A03,From Cave Paintings to Cathedrals,Monica Vree,,1,5,6,2,1,2,0,1,1,0,0,1,1,1,Fall,2022,0
ARTH:1050:0A04,From Cave Paintings to Cathedrals,Monica Vree,,1,2,5,6,1,2,0,0,1,0,0,0,1,2,Fall,2022,0
ARTH:1050:0A05,From Cave Paintings to Cathedrals,Monica Vree,,0,7,4,4,0,3,1,0,0,0,0,0,1,2,Fall,2022,0
ARTH:1050:0A06,From Cave Paintings to Cathedrals,Monica Vree,,2,8,2,3,0,2,2,0,0,0,0,0,2,1,Fall,2022,0
ARTH:1070:0EXP,Asian Art and Culture,Amy Huang,,1,11,4,5,5,5,4,4,0,1,0,0,4,4,Fall,2022,0
ARTH:1070:0EXQ,Asian Art and Culture,Amy Huang,,3,13,11,7,6,1,1,1,1,0,0,0,1,5,Fall,2022,0
ARTH:1070:0EXR,Asian Art and Culture,Amy Huang,,0,22,13,4,3,2,0,2,1,0,1,1,0,1,Fall,2022,0
ARTH:1070:0EXS,Asian Art and Culture,Amy Huang,,0,8,13,5,6,3,2,5,0,3,0,0,1,4,Fall,2022,0
ARTH:1070:0EXT,Asian Art and Culture,Amy Huang,,0,4,7,9,12,6,1,2,0,0,0,1,2,5,Fall,2022,0
ARTH:1075:0001,Contemporary Art: A Global Perspective,Craig Adcock,,0,0,0,0,3,4,1,0,0,0,0,0,1,1,Fall,2022,0
ARTH:1080:0001,How to Write About Art,Robert Bork,,0,5,5,4,0,0,0,0,0,0,0,0,1,0,Fall,2022,0
ARTH:1095:0001,Native American Art,Joni Kinsey,,2,12,4,3,2,0,1,6,2,1,1,1,3,3,Fall,2022,0
ARTH:2020:0001,Western Architecture Prehistory-Present,Robert Bork,,1,1,2,3,10,1,1,0,2,0,0,0,2,0,Fall,2022,0
ARTH:3310:0001,Celtic and Viking Art,Bjorn Anderson,,0,10,9,1,0,3,0,0,0,0,0,0,1,0,Fall,2022,0
ARTH:3370:0001,Life and Death in Ancient Pompeii,Brenda Longfellow,,1,8,4,3,0,1,1,1,0,0,0,0,2,0,Fall,2022,0
ARTH:3870:0001,History of Photography,Craig Adcock,,0,3,1,3,3,2,0,0,0,0,0,0,4,1,Fall,2022,0
ARTH:3955:0001,Art and American National Parks,Joni Kinsey,,3,6,3,6,1,3,1,3,1,0,0,0,2,2,Fall,2022,0
ARTH:4999:0001,Capstone Seminar in Art History,Daniel Maze,,0,6,2,1,0,0,0,0,0,0,0,0,0,0,Fall,2022,0
ARTH:6210:0001,Graduate Seminar in Asian Art,Amy Huang,,0,4,6,0,0,0,0,0,0,0,0,0,0,0,Fall,2022,0
