SUBJECT_COURSE_SECTION,COURSE_TITLE,PRIMARY_INSTRUCTOR_NAME,SECONDARY_INSTRUCTOR_NAME,A_PLUS,A,A_MINUS,B_PLUS,B,B_MINUS,C_PLUS,C,C_MINUS,D_PLUS,D,D_MINUS,F,WITHDRAWN,SEMESTER,YEAR,IS_NEW
ACB:5224:0001,Grad Seminar in Cell & Develop Biology,Charles Yeaman - Primary Instructor,,-,15.0,-,-,2.0,-,-,1.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACB:6252:0001,Functional Neuroanatomy,Justin Sipla - Primary Instructor,,-,8.0,-,-,10.0,-,-,1.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACB:8120:0800,Human Gross Anatomy for Dental Students,Emma Handler - Primary Instructor,,-,26.0,-,-,30.0,-,-,21.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACB:8121:0800,General Histology for Dental Students,Nathan Swailes - Primary Instructor,,-,32.0,-,-,25.0,-,-,22.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:2100:0A01,Introduction to Financial Accounting,Greta Mote - Primary Instructor,David Stubing - Course Supervisor,-,16.0,-,-,11.0,-,-,5.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:2100:0A02,Introduction to Financial Accounting,Greta Mote - Primary Instructor,David Stubing - Course Supervisor,-,15.0,-,-,11.0,-,-,5.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:2100:0A03,Introduction to Financial Accounting,Destiny Berns - Primary Instructor,David Stubing - Course Supervisor,-,7.0,-,-,17.0,-,-,8.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:2100:0A04,Introduction to Financial Accounting,Sonchoy Saha - Primary Instructor,David Stubing - Course Supervisor,-,10.0,-,-,15.0,-,-,5.0,-,-,2.0,-,-,0.0,Spring,2024,1
ACCT:2100:0A05,Introduction to Financial Accounting,Sonchoy Saha - Primary Instructor,David Stubing - Course Supervisor,-,12.0,-,-,11.0,-,-,6.0,-,-,2.0,-,-,1.0,Spring,2024,1
ACCT:2100:0A06,Introduction to Financial Accounting,Justyn Maroon - Primary Instructor,David Stubing - Course Supervisor,-,12.0,-,-,17.0,-,-,3.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:2100:0A07,Introduction to Financial Accounting,Justyn Maroon - Primary Instructor,David Stubing - Course Supervisor,-,10.0,-,-,16.0,-,-,5.0,-,-,1.0,-,-,0.0,Spring,2024,1
ACCT:2100:0A08,Introduction to Financial Accounting,Destiny Berns - Primary Instructor,David Stubing - Course Supervisor,-,12.0,-,-,14.0,-,-,3.0,-,-,1.0,-,-,0.0,Spring,2024,1
ACCT:2100:0A09,Introduction to Financial Accounting,Luke Warner - Primary Instructor,David Stubing - Course Supervisor,-,13.0,-,-,14.0,-,-,4.0,-,-,1.0,-,-,0.0,Spring,2024,1
ACCT:2100:0A10,Introduction to Financial Accounting,Greta Mote - Primary Instructor,David Stubing - Course Supervisor,-,13.0,-,-,12.0,-,-,2.0,-,-,2.0,-,-,2.0,Spring,2024,1
ACCT:2100:0A11,Introduction to Financial Accounting,Justyn Maroon - Primary Instructor,David Stubing - Course Supervisor,-,10.0,-,-,18.0,-,-,3.0,-,-,1.0,-,-,0.0,Spring,2024,1
ACCT:2100:0A12,Introduction to Financial Accounting,Luke Warner - Primary Instructor,David Stubing - Course Supervisor,-,15.0,-,-,10.0,-,-,6.0,-,-,1.0,-,-,0.0,Spring,2024,1
ACCT:2100:0A13,Introduction to Financial Accounting,Abi Schultz - Primary Instructor,David Stubing - Course Supervisor,-,21.0,-,-,7.0,-,-,3.0,-,-,1.0,-,-,0.0,Spring,2024,1
ACCT:2100:0A14,Introduction to Financial Accounting,Abi Schultz - Primary Instructor,David Stubing - Course Supervisor,-,14.0,-,-,12.0,-,-,5.0,-,-,1.0,-,-,0.0,Spring,2024,1
ACCT:2100:0A15,Introduction to Financial Accounting,Luke Warner - Primary Instructor,David Stubing - Course Supervisor,-,11.0,-,-,17.0,-,-,3.0,-,-,0.0,-,-,1.0,Spring,2024,1
ACCT:2100:0A16,Introduction to Financial Accounting,Sonchoy Saha - Primary Instructor,David Stubing - Course Supervisor,-,12.0,-,-,15.0,-,-,3.0,-,-,0.0,-,-,1.0,Spring,2024,1
ACCT:2100:0A17,Introduction to Financial Accounting,Destiny Berns - Primary Instructor,David Stubing - Course Supervisor,-,15.0,-,-,14.0,-,-,2.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:2100:0A18,Introduction to Financial Accounting,Abi Schultz - Primary Instructor,David Stubing - Course Supervisor,-,8.0,-,-,15.0,-,-,4.0,-,-,1.0,-,-,1.0,Spring,2024,1
ACCT:2200:0001,Managerial Acct Analytics & Data Visual,Elise Izumi - Primary Instructor,Greg Hall - Course Supervisor,-,9.0,-,-,8.0,-,-,7.0,-,-,3.0,-,-,2.0,Spring,2024,1
ACCT:2200:0002,Managerial Acct Analytics & Data Visual,Kaitlyn Ryan - Primary Instructor,Greg Hall - Course Supervisor,-,15.0,-,-,6.0,-,-,8.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:2200:0003,Managerial Acct Analytics & Data Visual,Greg Hall - Primary Instructor,,-,6.0,-,-,14.0,-,-,4.0,-,-,0.0,-,-,3.0,Spring,2024,1
ACCT:2200:0004,Managerial Acct Analytics & Data Visual,Meredith Clingman - Primary Instructor,Greg Hall - Course Supervisor,-,8.0,-,-,6.0,-,-,12.0,-,-,0.0,-,-,4.0,Spring,2024,1
ACCT:2200:0005,Managerial Acct Analytics & Data Visual,Greg Hall - Primary Instructor,,-,11.0,-,-,12.0,-,-,3.0,-,-,4.0,-,-,0.0,Spring,2024,1
ACCT:2200:0006,Managerial Acct Analytics & Data Visual,Adrian Coulter - Primary Instructor,Greg Hall - Course Supervisor,-,7.0,-,-,14.0,-,-,6.0,-,-,0.0,-,-,2.0,Spring,2024,1
ACCT:2200:0007,Managerial Acct Analytics & Data Visual,Morgan Gallentine - Primary Instructor,Greg Hall - Course Supervisor,-,5.0,-,-,11.0,-,-,10.0,-,-,3.0,-,-,0.0,Spring,2024,1
ACCT:2200:0008,Managerial Acct Analytics & Data Visual,Meredith Clingman - Primary Instructor,Greg Hall - Course Supervisor,-,16.0,-,-,10.0,-,-,3.0,-,-,0.0,-,-,1.0,Spring,2024,1
ACCT:2200:0009,Managerial Acct Analytics & Data Visual,Adam Hegland - Primary Instructor,Greg Hall - Course Supervisor,-,7.0,-,-,12.0,-,-,7.0,-,-,4.0,-,-,0.0,Spring,2024,1
ACCT:2200:0010,Managerial Acct Analytics & Data Visual,Elise Izumi - Primary Instructor,Greg Hall - Course Supervisor,-,9.0,-,-,13.0,-,-,4.0,-,-,1.0,-,-,2.0,Spring,2024,1
ACCT:2200:0011,Managerial Acct Analytics & Data Visual,Taylor Napoli - Primary Instructor,Greg Hall - Course Supervisor,-,7.0,-,-,18.0,-,-,2.0,-,-,2.0,-,-,1.0,Spring,2024,1
ACCT:2200:0012,Managerial Acct Analytics & Data Visual,Kaitlyn Ryan - Primary Instructor,Greg Hall - Course Supervisor,-,10.0,-,-,16.0,-,-,2.0,-,-,0.0,-,-,1.0,Spring,2024,1
ACCT:2200:0013,Managerial Acct Analytics & Data Visual,Taylor Napoli - Primary Instructor,Greg Hall - Course Supervisor,-,8.0,-,-,12.0,-,-,6.0,-,-,2.0,-,-,1.0,Spring,2024,1
ACCT:2200:0014,Managerial Acct Analytics & Data Visual,Adrian Coulter - Primary Instructor,Greg Hall - Course Supervisor,-,10.0,-,-,8.0,-,-,8.0,-,-,1.0,-,-,2.0,Spring,2024,1
ACCT:2200:0015,Managerial Acct Analytics & Data Visual,Bryce Buhlman - Primary Instructor,Greg Hall - Course Supervisor,-,4.0,-,-,12.0,-,-,5.0,-,-,4.0,-,-,3.0,Spring,2024,1
ACCT:2200:0016,Managerial Acct Analytics & Data Visual,Bryce Buhlman - Primary Instructor,Greg Hall - Course Supervisor,-,13.0,-,-,10.0,-,-,3.0,-,-,3.0,-,-,1.0,Spring,2024,1
ACCT:2200:0017,Managerial Acct Analytics & Data Visual,Morgan Gallentine - Primary Instructor,Greg Hall - Course Supervisor,-,7.0,-,-,13.0,-,-,3.0,-,-,3.0,-,-,3.0,Spring,2024,1
ACCT:2200:0EX4,Managerial Acct Analytics & Data Visual,Thomas Buchman - Primary Instructor,Stephanie Schnicker - Course Supervisor,-,2.0,-,-,4.0,-,-,6.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:3020:0001,Financial Accounting and Reporting,Danye Wang - Primary Instructor,,-,14.0,-,-,26.0,-,-,17.0,-,-,2.0,-,-,0.0,Spring,2024,1
ACCT:3020:0002,Financial Accounting and Reporting,Danye Wang - Primary Instructor,,-,22.0,-,-,21.0,-,-,16.0,-,-,1.0,-,-,0.0,Spring,2024,1
ACCT:3020:0003,Financial Accounting and Reporting,Danye Wang - Primary Instructor,,-,18.0,-,-,24.0,-,-,13.0,-,-,1.0,-,-,2.0,Spring,2024,1
ACCT:3200:000A,Income Measurement and Asset Valuation,Amy McDonald - Primary Instructor,,-,8.0,-,-,10.0,-,-,3.0,-,-,2.0,-,-,1.0,Spring,2024,1
ACCT:3200:000B,Income Measurement and Asset Valuation,Amy McDonald - Primary Instructor,,-,11.0,-,-,13.0,-,-,8.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:3300:000A,Valuation of Financial Claims,Adrienne Rhodes - Primary Instructor,,-,17.0,-,-,8.0,-,-,2.0,-,-,1.0,-,-,0.0,Spring,2024,1
ACCT:3300:000B,Valuation of Financial Claims,Adrienne Rhodes - Primary Instructor,,-,19.0,-,-,4.0,-,-,3.0,-,-,1.0,-,-,0.0,Spring,2024,1
ACCT:3300:000C,Valuation of Financial Claims,Adrienne Rhodes - Primary Instructor,,-,17.0,-,-,10.0,-,-,2.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:3400:0001,Introduction to Taxation,Kay Hegarty - Primary Instructor,,-,11.0,-,-,14.0,-,-,1.0,-,-,0.0,-,-,2.0,Spring,2024,1
ACCT:3400:0002,Introduction to Taxation,Kay Hegarty - Primary Instructor,,-,19.0,-,-,5.0,-,-,4.0,-,-,2.0,-,-,1.0,Spring,2024,1
ACCT:3450:0001,Tax Practicum (VITA) I,Lisa Dutchik - Primary Instructor,,-,15.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:3450:0002,Tax Practicum (VITA) I,Lisa Dutchik - Primary Instructor,,-,17.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,1.0,Spring,2024,1
ACCT:3451:0001,Tax Practicum (VITA) II,Lisa Dutchik - Primary Instructor,,-,18.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:3451:0002,Tax Practicum (VITA) II,Lisa Dutchik - Primary Instructor,,-,18.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:3600:0001,Accounting Systems & Analytics,David Stubing - Primary Instructor,,-,40.0,-,-,26.0,-,-,0.0,-,-,2.0,-,-,0.0,Spring,2024,1
ACCT:4100:0001,Auditing,Kevin Den Adel - Primary Instructor,,-,29.0,-,-,36.0,-,-,7.0,-,-,1.0,-,-,0.0,Spring,2024,1
ACCT:4200:0001,Advanced Managerial Accounting Analytics,Claire Quinto - Primary Instructor,,-,12.0,-,-,8.0,-,-,6.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:4200:0002,Advanced Managerial Accounting Analytics,Claire Quinto - Primary Instructor,,-,9.0,-,-,15.0,-,-,4.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:4200:0003,Advanced Managerial Accounting Analytics,Claire Quinto - Primary Instructor,,-,10.0,-,-,11.0,-,-,6.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:4280:0001,Cybersecurity,Kristina Bigsby - Primary Instructor,,-,10.0,-,-,12.0,-,-,1.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:4300:0001,Accounting Ethics and Law,Mary Murphy - Primary Instructor,,-,15.0,-,-,19.0,-,-,8.0,-,-,1.0,-,-,0.0,Spring,2024,1
ACCT:4300:0002,Accounting Ethics and Law,Mary Murphy - Primary Instructor,,-,15.0,-,-,11.0,-,-,3.0,-,-,0.0,-,-,1.0,Spring,2024,1
ACCT:4400:0001,Advanced Financial Accounting,Kevin Den Adel - Primary Instructor,,-,7.0,-,-,12.0,-,-,6.0,-,-,0.0,-,-,2.0,Spring,2024,1
ACCT:4400:0002,Advanced Financial Accounting,Kevin Den Adel - Primary Instructor,,-,19.0,-,-,16.0,-,-,8.0,-,-,1.0,-,-,1.0,Spring,2024,1
ACCT:9040:0001,Financial Stmt Analysis & Forecasting,Paul Hribar - Primary Instructor,,-,38.0,-,-,6.0,-,-,0.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:9040:0EXV,Financial Stmt Analysis & Forecasting,Paul Hribar - Primary Instructor,,-,36.0,-,-,2.0,-,-,0.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:9050:0001,Taxes and Business Strategy,Ryan Wilson - Primary Instructor,,-,27.0,-,-,6.0,-,-,0.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACCT:9150:0001,Tax Research,Kay Hegarty - Primary Instructor,,-,12.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACTS:3080:0001,Mathematics of Finance I,Zhiwei Tong - Primary Instructor,,-,13.0,-,-,14.0,-,-,2.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACTS:4150:0001,Fundamentals Short-Term Actuarial Math,Zhiwei Tong - Primary Instructor,,-,9.0,-,-,2.0,-,-,0.0,-,-,0.0,-,-,0.0,Spring,2024,1
ACTS:4180:0001,Life Contingencies I,Elias Shiu - Primary Instructor,,-,3.0,-,-,4.0,-,-,4.0,-,-,0.0,-,-,0.0,Spring,2024,1
AERO:1200:0001,Air Force Heritage and Values II,Brett Lechtenberg - Primary Instructor,Matthew Youmans - Course Supervisor,-,14.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Spring,2024,1
AFAM:1030:0A01,Introduction to African American Society,Armando Bryson - Primary Instructor,Richard Turner - Course Supervisor,-,21.0,-,-,5.0,-,-,0.0,-,-,0.0,-,-,0.0,Spring,2024,1
AFAM:1030:0A02,Introduction to African American Society,Armando Bryson - Primary Instructor,Richard Turner - Course Supervisor,-,19.0,-,-,5.0,-,-,0.0,-,-,0.0,-,-,1.0,Spring,2024,1
AFAM:1030:0A03,Introduction to African American Society,Armando Bryson - Primary Instructor,Richard Turner - Course Supervisor,-,21.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,1.0,Spring,2024,1
AFAM:1140:0001,Introduction to African American Art,TJ Dedeaux-Norris - Primary Instructor,,-,16.0,-,-,4.0,-,-,4.0,-,-,0.0,-,-,1.0,Spring,2024,1
AFAM:1900:0001,Diverse Topics in African Amer Studies,Anthony Haughton - Primary Instructor,Venise Berry - Course Supervisor,-,10.0,-,-,7.0,-,-,9.0,-,-,1.0,-,-,3.0,Spring,2024,1
AFAM:2079:0001,Race and Ethnicity in Sport,Emma Calow - Primary Instructor,,-,5.0,-,-,2.0,-,-,4.0,-,-,0.0,-,-,0.0,Spring,2024,1
AFAM:2268:0A01,African American History Since Civil War,Amanda Kozar - Primary Instructor,Cory Young - Course Supervisor,-,4.0,-,-,3.0,-,-,2.0,-,-,1.0,-,-,1.0,Spring,2024,1
AFAM:2268:0A02,African American History Since Civil War,John Jepsen - Primary Instructor,Cory Young - Course Supervisor,-,5.0,-,-,3.0,-,-,1.0,-,-,4.0,-,-,0.0,Spring,2024,1
AFAM:2268:0A03,African American History Since Civil War,Haseeb Haroon - Primary Instructor,Cory Young - Course Supervisor,-,6.0,-,-,4.0,-,-,0.0,-,-,0.0,-,-,0.0,Spring,2024,1
AFAM:2268:0A04,African American History Since Civil War,Haseeb Haroon - Primary Instructor,Cory Young - Course Supervisor,-,6.0,-,-,3.0,-,-,3.0,-,-,1.0,-,-,1.0,Spring,2024,1
AFAM:2268:0A05,African American History Since Civil War,Amanda Kozar - Primary Instructor,Cory Young - Course Supervisor,-,1.0,-,-,5.0,-,-,3.0,-,-,6.0,-,-,0.0,Spring,2024,1
AFAM:2268:0A06,African American History Since Civil War,John Jepsen - Primary Instructor,Cory Young - Course Supervisor,-,3.0,-,-,2.0,-,-,4.0,-,-,3.0,-,-,0.0,Spring,2024,1
AFAM:2500:0EXV,Black Culture and Experience,Venise Berry - Primary Instructor,,-,14.0,-,-,7.0,-,-,5.0,-,-,2.0,-,-,1.0,Spring,2024,1
AFAM:2770:0001,Black and White Community Politics,Louise Seamster - Primary Instructor,,-,10.0,-,-,3.0,-,-,0.0,-,-,1.0,-,-,0.0,Spring,2024,1
AMST:1010:0001,Understanding American Cultures,Laurel Carlson - Primary Instructor,Travis Vogan - Course Supervisor,-,15.0,-,-,12.0,-,-,1.0,-,-,0.0,-,-,2.0,Spring,2024,1
AMST:1074:0A01,Inequality in American Sport,Janeanne Levenstein - Primary Instructor,Jennifer Sterling - Course Supervisor,-,17.0,-,-,0.0,-,-,1.0,-,-,0.0,-,-,1.0,Spring,2024,1
AMST:1074:0A02,Inequality in American Sport,Janeanne Levenstein - Primary Instructor,Jennifer Sterling - Course Supervisor,-,4.0,-,-,9.0,-,-,3.0,-,-,0.0,-,-,0.0,Spring,2024,1
AMST:1074:0A04,Inequality in American Sport,Glenn Houlihan - Primary Instructor,Jennifer Sterling - Course Supervisor,-,8.0,-,-,4.0,-,-,0.0,-,-,0.0,-,-,0.0,Spring,2024,1
AMST:1074:0A05,Inequality in American Sport,Glenn Houlihan - Primary Instructor,Jennifer Sterling - Course Supervisor,-,9.0,-,-,5.0,-,-,3.0,-,-,2.0,-,-,0.0,Spring,2024,1
AMST:1074:0A06,Inequality in American Sport,Glenn Houlihan - Primary Instructor,Jennifer Sterling - Course Supervisor,-,10.0,-,-,6.0,-,-,2.0,-,-,1.0,-,-,0.0,Spring,2024,1
AMST:1074:0A07,Inequality in American Sport,John Tappen - Primary Instructor,Jennifer Sterling - Course Supervisor,-,10.0,-,-,6.0,-,-,0.0,-,-,0.0,-,-,1.0,Spring,2024,1
AMST:1074:0A08,Inequality in American Sport,John Tappen - Primary Instructor,Jennifer Sterling - Course Supervisor,-,15.0,-,-,3.0,-,-,1.0,-,-,1.0,-,-,0.0,Spring,2024,1
AMST:1074:0A09,Inequality in American Sport,John Tappen - Primary Instructor,Jennifer Sterling - Course Supervisor,-,16.0,-,-,0.0,-,-,1.0,-,-,0.0,-,-,0.0,Spring,2024,1
AMST:1290:0001,Native American Foods and Foodways,Stephen Warren - Primary Instructor,,-,6.0,-,-,3.0,-,-,1.0,-,-,0.0,-,-,0.0,Spring,2024,1
AMST:1847:0001,Hawkeye Nation: On Iowa and Sport,Jennifer Sterling - Primary Instructor,,-,9.0,-,-,3.0,-,-,0.0,-,-,0.0,-,-,0.0,Spring,2024,1
AMST:2025:0001,Diversity in American Culture,Uche Anomnachi - Primary Instructor,Thomas Oates - Course Supervisor,-,18.0,-,-,11.0,-,-,0.0,-,-,0.0,-,-,1.0,Spring,2024,1
AMST:2025:0002,Diversity in American Culture,John Rubio - Primary Instructor,Travis Vogan - Course Supervisor,-,11.0,-,-,14.0,-,-,2.0,-,-,1.0,-,-,0.0,Spring,2024,1
AMST:2025:0003,Diversity in American Culture,Eric Vazquez - Primary Instructor,,-,18.0,-,-,9.0,-,-,1.0,-,-,1.0,-,-,0.0,Spring,2024,1
AMST:2084:0001,Sport and Film,Travis Vogan - Primary Instructor,,-,5.0,-,-,5.0,-,-,1.0,-,-,0.0,-,-,0.0,Spring,2024,1
AMST:2150:0001,"Money, Capitalism, and Culture",Eric Vazquez - Primary Instructor,,-,4.0,-,-,10.0,-,-,2.0,-,-,2.0,-,-,2.0,Spring,2024,1
AMST:2165:0A22,Native Peoples of North America,Steven Keehner - Primary Instructor,Erica Prussing - Course Supervisor,-,3.0,-,-,7.0,-,-,0.0,-,-,1.0,-,-,0.0,Spring,2024,1
AMST:2165:0A23,Native Peoples of North America,Steven Keehner - Primary Instructor,Erica Prussing - Course Supervisor,-,2.0,-,-,5.0,-,-,3.0,-,-,1.0,-,-,1.0,Spring,2024,1
AMST:2165:0EXU,Native Peoples of North America,Jada McDonald - Primary Instructor,Erica Prussing - Course Supervisor,-,4.0,-,-,6.0,-,-,2.0,-,-,0.0,-,-,0.0,Spring,2024,1
AMST:2165:0EXV,Native Peoples of North America,Jada McDonald - Primary Instructor,Erica Prussing - Course Supervisor,-,4.0,-,-,5.0,-,-,2.0,-,-,0.0,-,-,0.0,Spring,2024,1
AMST:2165:0EXW,Native Peoples of North America,Jada McDonald - Primary Instructor,Erica Prussing - Course Supervisor,-,4.0,-,-,9.0,-,-,3.0,-,-,0.0,-,-,0.0,Spring,2024,1
AMST:3178:0001,History of Sport in the United States,Emma Calow - Primary Instructor,,-,9.0,-,-,3.0,-,-,0.0,-,-,0.0,-,-,0.0,Spring,2024,1
ANTH:1001:0001,Issues in Anthropology,Alisa Weinstein - Primary Instructor,,-,18.0,-,-,2.0,-,-,0.0,-,-,1.0,-,-,1.0,Spring,2024,1
ANTH:1040:0A01,Language Rights,Daniel Devitt - Primary Instructor,,-,10.0,-,-,6.0,-,-,1.0,-,-,0.0,-,-,0.0,Spring,2024,1
ANTH:1040:0A02,Language Rights,Madi Phelps - Primary Instructor,Daniel Devitt - Course Supervisor,-,8.0,-,-,10.0,-,-,1.0,-,-,0.0,-,-,0.0,Spring,2024,1
ANTH:1040:0A03,Language Rights,Madi Phelps - Primary Instructor,Daniel Devitt - Course Supervisor,-,6.0,-,-,8.0,-,-,2.0,-,-,1.0,-,-,0.0,Spring,2024,1
ANTH:1046:0001,Environmental Politics in India,Meena Khandelwal - Primary Instructor,,-,6.0,-,-,4.0,-,-,1.0,-,-,2.0,-,-,0.0,Spring,2024,1
ANTH:1101:0A11,Cultural Anthropology,Binit Gurung - Primary Instructor,Erica Prussing - Course Supervisor,-,8.0,-,-,9.0,-,-,2.0,-,-,2.0,-,-,0.0,Spring,2024,1
ANTH:1101:0A12,Cultural Anthropology,Jasmin Msuya - Primary Instructor,Erica Prussing - Course Supervisor,-,9.0,-,-,7.0,-,-,5.0,-,-,1.0,-,-,0.0,Spring,2024,1
ANTH:1101:0A13,Cultural Anthropology,Jasmin Msuya - Primary Instructor,Erica Prussing - Course Supervisor,-,9.0,-,-,9.0,-,-,0.0,-,-,2.0,-,-,0.0,Spring,2024,1
ANTH:1101:0A14,Cultural Anthropology,Jasmin Msuya - Primary Instructor,Erica Prussing - Course Supervisor,-,11.0,-,-,11.0,-,-,2.0,-,-,1.0,-,-,0.0,Spring,2024,1
ANTH:1101:0A15,Cultural Anthropology,Binit Gurung - Primary Instructor,Erica Prussing - Course Supervisor,-,5.0,-,-,14.0,-,-,4.0,-,-,0.0,-,-,0.0,Spring,2024,1
ANTH:1101:0A16,Cultural Anthropology,Binit Gurung - Primary Instructor,Erica Prussing - Course Supervisor,-,7.0,-,-,13.0,-,-,2.0,-,-,0.0,-,-,0.0,Spring,2024,1
ANTH:1201:0A71,World Archaeology,Victoria Priola - Primary Instructor,Margaret Beck - Course Supervisor,-,12.0,-,-,8.0,-,-,5.0,-,-,0.0,-,-,0.0,Spring,2024,1
ANTH:1201:0A75,World Archaeology,Victoria Priola - Primary Instructor,Margaret Beck - Course Supervisor,-,9.0,-,-,9.0,-,-,5.0,-,-,2.0,-,-,0.0,Spring,2024,1
ANTH:1201:0A76,World Archaeology,Victoria Priola - Primary Instructor,Margaret Beck - Course Supervisor,-,7.0,-,-,11.0,-,-,4.0,-,-,1.0,-,-,0.0,Spring,2024,1
ANTH:1301:0A81,Human Origins,Tristan Szymanski - Primary Instructor,Robert Franciscus - Course Supervisor,-,3.0,-,-,10.0,-,-,5.0,-,-,2.0,-,-,5.0,Spring,2024,1
ANTH:1301:0A82,Human Origins,Tristan Szymanski - Primary Instructor,Robert Franciscus - Course Supervisor,-,1.0,-,-,13.0,-,-,4.0,-,-,3.0,-,-,3.0,Spring,2024,1
ANTH:1301:0A83,Human Origins,Mack Cross - Primary Instructor,Robert Franciscus - Course Supervisor,-,6.0,-,-,10.0,-,-,5.0,-,-,0.0,-,-,3.0,Spring,2024,1
ANTH:1301:0A84,Human Origins,Mack Cross - Primary Instructor,Robert Franciscus - Course Supervisor,-,5.0,-,-,6.0,-,-,9.0,-,-,1.0,-,-,4.0,Spring,2024,1
ANTH:1301:0A85,Human Origins,Mack Cross - Primary Instructor,Robert Franciscus - Course Supervisor,-,2.0,-,-,13.0,-,-,7.0,-,-,1.0,-,-,2.0,Spring,2024,1
ANTH:1301:0A86,Human Origins,Tristan Szymanski - Primary Instructor,Robert Franciscus - Course Supervisor,-,4.0,-,-,7.0,-,-,8.0,-,-,0.0,-,-,5.0,Spring,2024,1
ANTH:2100:0A50,Anthropology & Contemporary World Problm,Ming Dong - Primary Instructor,Ted Powers - Course Supervisor,-,13.0,-,-,7.0,-,-,4.0,-,-,0.0,-,-,0.0,Spring,2024,1
ANTH:2100:0A51,Anthropology & Contemporary World Problm,Andres Restrepo Sanchez - Primary Instructor,Ted Powers - Course Supervisor,-,18.0,-,-,5.0,-,-,0.0,-,-,0.0,-,-,0.0,Spring,2024,1
ANTH:2100:0A53,Anthropology & Contemporary World Problm,Ming Dong - Primary Instructor,Ted Powers - Course Supervisor,-,13.0,-,-,7.0,-,-,2.0,-,-,1.0,-,-,0.0,Spring,2024,1
ANTH:2100:0A55,Anthropology & Contemporary World Problm,Andres Restrepo Sanchez - Primary Instructor,Ted Powers - Course Supervisor,-,15.0,-,-,8.0,-,-,1.0,-,-,0.0,-,-,0.0,Spring,2024,1
ANTH:2100:0A56,Anthropology & Contemporary World Problm,Andres Restrepo Sanchez - Primary Instructor,Ted Powers - Course Supervisor,-,11.0,-,-,11.0,-,-,0.0,-,-,2.0,-,-,1.0,Spring,2024,1
ANTH:2100:0A58,Anthropology & Contemporary World Problm,Ebenezer Adeyemi - Primary Instructor,Ted Powers - Course Supervisor,-,10.0,-,-,7.0,-,-,3.0,-,-,4.0,-,-,0.0,Spring,2024,1
ANTH:2100:0A59,Anthropology & Contemporary World Problm,Ebenezer Adeyemi - Primary Instructor,Ted Powers - Course Supervisor,-,17.0,-,-,8.0,-,-,0.0,-,-,0.0,-,-,0.0,Spring,2024,1
ANTH:2100:0A60,Anthropology & Contemporary World Problm,Ming Dong - Primary Instructor,Ted Powers - Course Supervisor,-,13.0,-,-,8.0,-,-,2.0,-,-,2.0,-,-,0.0,Spring,2024,1
ANTH:2100:0A61,Anthropology & Contemporary World Problm,Ebenezer Adeyemi - Primary Instructor,Ted Powers - Course Supervisor,-,15.0,-,-,9.0,-,-,0.0,-,-,1.0,-,-,0.0,Spring,2024,1
ANTH:2102:0001,Anthropology of Marriage and Family,Elana Buch - Primary Instructor,,-,9.0,-,-,3.0,-,-,1.0,-,-,0.0,-,-,1.0,Spring,2024,1
ANTH:2103:0A02,Introduction to Global Health Studies,Austin Tang - Primary Instructor,Carly Nichols - Course Supervisor,-,4.0,-,-,5.0,-,-,1.0,-,-,0.0,-,-,0.0,Spring,2024,1
ANTH:2103:0A03,Introduction to Global Health Studies,Austin Tang - Primary Instructor,Carly Nichols - Course Supervisor,-,9.0,-,-,1.0,-,-,1.0,-,-,0.0,-,-,0.0,Spring,2024,1
ANTH:2151:0001,Global Migration,Meena Khandelwal - Primary Instructor,,-,6.0,-,-,6.0,-,-,2.0,-,-,2.0,-,-,0.0,Spring,2024,1
